q,a
"Оценочно, изъявляли желание вернуться на родину 1,7 млн сирийцев из десяти стран мира (в основном Ливан, Турция, Германия, Иордания, Ирак, Египет).","Оценочно, изъявляли желание вернуться на родину одна целая семь десятых млн сирийцев из десяти стран мира (в основном Ливан, Турция, Германия, Иордания, Ирак, Египет)."
"AUC соответственно — 24,8 и 33,3 мкг/мл/ч.",AUC соответственно — двадцать четыре целых восемь десятых и тридцать три целых три десятых мкг/мл/ч.
"Проходит через ГЭБ, однако из-за низкой липофильности препарата требуется активный транспорт.","Проходит через ГЭБ, однако из-за низкой липофильности препарата требуется активный транспорт."
"Объём распределения — 57,7 л.",Объём распределения — пятьдесят семь целых семь десятых л.
"Памятник изготовлен из бронзы и представляет собой фигуру режиссёра, сидящего в кресле; общая высота памятника вместе с постаментом составляет 2,8 метра.","Памятник изготовлен из бронзы и представляет собой фигуру режиссёра, сидящего в кресле; общая высота памятника вместе с постаментом составляет две целых восемь десятых метра."
"Основным компонентом эфирного масла Полыни русской как правило является 1,8-цинеол (эвкалиптол).","Основным компонентом эфирного масла Полыни русской как правило является 1,8-цинеол (эвкалиптол)."
"Жанрено соглашаются, но в расчётах требуют использовать более низкую цену земель во время их передачи д’Эспарам от Людовика XIV, равняющуюся 1,1 млн франков.","Жанрено соглашаются, но в расчётах требуют использовать более низкую цену земель во время их передачи д’Эспарам от Людовика XIV, равняющуюся одна целая одна десятая млн франков."
"Среднегодовая температура воздуха — 4,2 °C.",Среднегодовая температура воздуха — четыре целых две десятых °C.
"Долина в верхнем и среднем течениях трапециевидная, ниже города Монастыриска — преимущественно V-образная, ширина от 0,2 до 1,2 км.","Долина в верхнем и среднем течениях трапециевидная, ниже города Монастыриска — преимущественно V-образная, ширина от ноля целых двух десятых до одной целой двух десятых км."
"Глубина реки 0,5-1,5 м и более.",Глубина реки ноля целых пяти десятых-одной целой пяти десятых м и более.
"Уклон в среднем 2,5 м/км, в низовьях — до 4,8 м/км.","Уклон в среднем две целых пять десятых м/км, в низовьях — до четырёх целых восьми десятых м/км."
"Киев- Донецк: Вища школа, 1986,104 с.","Киев- Донецк: Вища школа, одна тысяча девятьсот восемьдесят шесть целых сто четыре тысячных с."
"Занимает площадь 19,39 км².",Занимает площадь девятнадцати целых тридцати девяти сотых км².
"Селенофен - бесцветная подвижная жидкость со своеобразным запахом, температура кипения 110,5 °C.","Селенофен - бесцветная подвижная жидкость со своеобразным запахом, температура кипения сто десять целых пять десятых °C."
Растворим во многих органических растворителях.,Растворим во многих органических растворителях.
"Первоначально храм был рассчитан на 2,029 тысячи посадочных и более 1,216 стоячих мест, но в настоящее время максимальное число присутствующих ограничено 1,5 тысяч посетителей одновременно.","Первоначально храм был рассчитан на две целых двадцать девять тысячных тысячи посадочных и более одной целой двухсот шестнадцати тысячных стоячих мест, но в настоящее время максимальное число присутствующих ограничено одна целая пять десятых тысяч посетителей одновременно."
В 4.15 в Пожарную охрану поступил сигнал о пожаре на судне.,В четыре целых пятнадцать сотых в Пожарную охрану поступил сигнал о пожаре на судне.
"У неё не было ни детей, ни прямых потомков, поэтому 7,5 миллионов песет её состояния (что не представляло полной его суммы) были завещаны множеству общественных организаций, включая Дом милосердия и гражданскую больницу.","У неё не было ни детей, ни прямых потомков, поэтому семь целых пять десятых миллионов песет её состояния (что не представляло полной его суммы) были завещаны множеству общественных организаций, включая Дом милосердия и гражданскую больницу."
{\displaystyle W(s)={\frac {2}{0.1s+1}}},{\displaystyle W(s)={\frac {2}{0.1s+1}}}
"eRepublik получила 2,75 миллиона евро в качестве инвестиций.",eRepublik получила две целых семьдесят пять сотых миллиона евро в качестве инвестиций.
"Занимает площадь 4,13 км².",Занимает площадь четырёх целых тринадцати сотых км².
"Обладательница рекордов Испании в залах (2,01 м) и на открытых стадионах (2,02 м).",Обладательница рекордов Испании в залах (две целых одна сотая м) и на открытых стадионах (две целых две сотых м).
"Занимает площадь 0,652 км².",Занимает площадь ноля целых шестисот пятидесяти двух тысячных км².
"Победил на выборах, набрав 38,21 % голосов (в Мексике не проводится второй тур).","Победил на выборах, набрав тридцать восемь целых двадцать одна сотая % голосов (в Мексике не проводится второй тур)."
"После подписания своего первого контракта Люк сделал анонимное пожертвование в размере 10,000 C$ местной ассоциации младших хоккейных команд, чтобы помочь семьям, которые не могли позволить себе экипировку.","После подписания своего первого контракта Люк сделал анонимное пожертвование в размере десять целых ноль тысячных C$ местной ассоциации младших хоккейных команд, чтобы помочь семьям, которые не могли позволить себе экипировку."
"и около 3,5 тыс. видов насекомых.",и около три целых пять десятых тыс. видов насекомых.
Флора Сихотэ-Алинского заповедника носит маньчжуро-охотский характер с преобладанием маньчжурских видов.,Флора Сихотэ-Алинского заповедника носит маньчжуро-охотский характер с преобладанием маньчжурских видов.
Чистильщики: Eusing Free Registry Cleaner v.2.7  (неопр.).,Чистильщики: Eusing Free Registry Cleaner v.две целых семь десятых  (неопр.).
"Maaselkä) — промежуточная железнодорожная станция Октябрьской железной дороги на 596,55 км Мурманской железной дороги.",Maaselkä) — промежуточная железнодорожная станция Октябрьской железной дороги на пятисот девяноста шести целых пятидесяти пяти сотых км Мурманской железной дороги.
"Занимает площадь 24,17 км².",Занимает площадь двадцати четырёх целых семнадцати сотых км².
"Среднегодовая температура воздуха — +3,5 °C.",Среднегодовая температура воздуха — три целых пять десятых °C.
"Среднегодовая скорость ветра — 4,7 м/с.",Среднегодовая скорость ветра — четыре целых семь десятых м/с.
"В следующие пять лет доходность снова была положительной, но на гораздо более низком уровне (6,8 %).","В следующие пять лет доходность снова была положительной, но на гораздо более низком уровне (шесть целых восемь десятых %)."
"В результате годовая стоимость услуг по доставке выросла до 1,9 млн $.",В результате годовая стоимость услуг по доставке выросла до одна целая девять десятых млн $.
"Является самым длинным городом Европы — линейное расстояние от крайней северной точки до южной по прямой составляет 66,1 км.",Является самым длинным городом Европы — линейное расстояние от крайней северной точки до южной по прямой составляет шестидесяти шести целых одной десятой км.
"Они обеспечены питательными веществами, содержат 4,5—4,9 % гумуса и распространены на водоразделах.","Они обеспечены питательными веществами, содержат четыре целых пять десятых—четыре целых девять десятых % гумуса и распространены на водоразделах."
"Лугово-чернозёмные почвы характеризуются высокими показателями содержания гумуса (5,9 %) и распространены на пойменных террасах рек.",Лугово-чернозёмные почвы характеризуются высокими показателями содержания гумуса (пять целых девять десятых %) и распространены на пойменных террасах рек.
"Среднегодовая многолетняя температура воздуха составляет 4,4 °С.",Среднегодовая многолетняя температура воздуха составляет четыре целых четыре десятых °С.
"Это лишь на немного больше, чем у диска No Angel певицы Dido, занявшего второе место с тиражом 3,03 млн.экз.","Это лишь на немного больше, чем у диска No Angel певицы Dido, занявшего второе место с тиражом три целых три сотых млн.экз."
В итоге всю верхнюю пятёрку заняли солисты (певцы и певицы):,В итоге всю верхнюю пятёрку заняли солисты (певцы и певицы):
"High-k — технология производства МОП полупроводниковых приборов с подзатворным диэлектриком, выполненным из материала со статической диэлектрической проницаемостью большей, чем у диоксида кремния (3,9).","High-k — технология производства МОП полупроводниковых приборов с подзатворным диэлектриком, выполненным из материала со статической диэлектрической проницаемостью большей, чем у диоксида кремния (три целых девять десятых)."
"Поэтому нередко сначала формируют предельно тонкий, менее 0.5 нм, подслой SiO2, на который уже наносится high-k плёнка.","Поэтому нередко сначала формируют предельно тонкий, менее ноль целых пять десятых нм, подслой SiO2, на который уже наносится high-k плёнка."
Примерно половину поля закрывает диффузное облако.,Примерно половину поля закрывает диффузное облако.
"Облака нейтрального водорода распространены в Млечном Пути, они эффективно поглощают фотоны с достаточной для ионизации энергией, то есть превышающей  13,6 эВ.","Облака нейтрального водорода распространены в Млечном Пути, они эффективно поглощают фотоны с достаточной для ионизации энергией, то есть превышающей  тринадцати целых шести десятых эВ."
"Даже относительно малое количество водорода в дыре Локмана поглощает большую часть излучения  с энергией вблизи 13,6 эВ, но даже при этом водород пропускает излучение внегалактических источников в экстремальном ультрафиолете и мягком рентгене в большей степени, чем другие области неба.","Даже относительно малое количество водорода в дыре Локмана поглощает большую часть излучения  с энергией вблизи тринадцати целых шести десятых эВ, но даже при этом водород пропускает излучение внегалактических источников в экстремальном ультрафиолете и мягком рентгене в большей степени, чем другие области неба."
"За парламентскую форму правления проголосовали 63,35 % избирателей.",За парламентскую форму правления проголосовали шестьдесят три целых тридцать пять сотых % избирателей.
"Длина: 20,92 м",Длина: двадцать целых девяносто две сотых м
"Размах крыла: 19,46 м",Размах крыла: девятнадцать целых сорок шесть сотых м
"Высота: 6,2 м",Высота: шесть целых две десятых м
"С севера скала резко взмывает от уровня моря до высоты 411,5 м, где расположена батарея Рок-Ган.","С севера скала резко взмывает от уровня моря до высоты четырёхсот одиннадцати целых пяти десятых м, где расположена батарея Рок-Ган."
"В том числе украинцы — 39,1 %; поляки — 34,9 %; евреи — 14,9 %; русские — 5,9 %; белорусы — 4,9 %.",В том числе украинцы — тридцать девять целых одна десятая %; поляки — тридцать четыре целых девять десятых %; евреи — четырнадцать целых девять десятых %; русские — пять целых девять десятых %; белорусы — четыре целых девять десятых %.
"Среднегодовая температура — 3,9 °C.",Среднегодовая температура — три целых девять десятых °C.
"Возраст звезды определён как около 9,85 млрд лет.",Возраст звезды определён как около девять целых восемьдесят пять сотых млрд лет.
"Масса — около 1,189 солнечной, радиус — около 2,444 солнечного, светимость — около 2,951 солнечной.","Масса — около одна целая сто восемьдесят девять тысячных солнечной, радиус — около две целых четыреста сорок четыре тысячных солнечного, светимость — около две целых девятьсот пятьдесят одна тысячная солнечной."
"Орбитальный период — около 16,537 суток.",Орбитальный период — около шестнадцати целых пятисот тридцати семи тысячных суток.
"Средняя температура воздуха самого холодного месяца (января) — −10,7 °C, средняя температура самого тёплого (июля) — 17,1 °С.","Средняя температура воздуха самого холодного месяца (января) — −десять целых семь десятых °C, средняя температура самого тёплого (июля) — семнадцать целых одна десятая °С."
"Кроме того, исключение составляют этнические хорваты: если ни один список, представляющий хорватское меньшинство, не преодолевает порог в 0,7 %, список с наибольшим количеством голосов получает одно место в Скупщине, если наберёт более 0,35 % от общего числа голосов.","Кроме того, исключение составляют этнические хорваты: если ни один список, представляющий хорватское меньшинство, не преодолевает порог в ноль целых семь десятых %, список с наибольшим количеством голосов получает одно место в Скупщине, если наберёт более ноль целых тридцать пять сотых % от общего числа голосов."
"Занимает площадь 1,043 км².",Занимает площадь одной целой сорока трёх тысячных км².
"На его территории проживало 78,2 тысяч человек.",На его территории проживало семьдесят восемь целых две десятых тысяч человек.
"Её удельный вес в объёме промышленного производства Тамбовской области составляет 0,3 %.",Её удельный вес в объёме промышленного производства Тамбовской области составляет ноль целых три десятых %.
"Радиус — около 1,17 солнечного, светимость — около 1,481 солнечной.","Радиус — около одна целая семнадцать сотых солнечного, светимость — около одной целой четырёхсот восьмидесяти одной тысячной солнечной."
"Радиус — около 15,06 солнечных, светимость — около 174,66 солнечных.","Радиус — около пятнадцать целых шесть сотых солнечных, светимость — около сто семьдесят четыре целых шестьдесят шесть сотых солнечных."
"Смонтирована новая линия транспортировки рулонов бумаги и картона с бумажной фабрики на склад готовой продукции с использованием лифта-кантователя (фирмы ФИСС, Италия) рассчитанного на тяжёлые рулоны картона форматом до 2,8 метра и весом до 4.0 тонн.","Смонтирована новая линия транспортировки рулонов бумаги и картона с бумажной фабрики на склад готовой продукции с использованием лифта-кантователя (фирмы ФИСС, Италия) рассчитанного на тяжёлые рулоны картона форматом до двух целых восьми десятых метра и весом до четырёх целых ноля десятых тонн."
— Версия 3.0.,— Версия три целых ноль десятых.
"Занимает площадь 1,128 км².",Занимает площадь одной целой сто двадцати восьми тысячных км².
"Среднегодовая многолетняя температура воздуха составляет 5,5 °С.",Среднегодовая многолетняя температура воздуха составляет пять целых пять десятых °С.
"Среднегодовая температура воздуха — 4,1 °С.",Среднегодовая температура воздуха — четыре целых одна десятая °С.
"Чемпион мира по версии WBO (до 72,6 кг) Дмитрий Пирог: Тяжеловесы дерутся со слабыми…",Чемпион мира по версии WBO (до семидесяти двух целых шести десятых кг) Дмитрий Пирог: Тяжеловесы дерутся со слабыми…
"В расовом отношении белые и метисы составляли 95,2 % от населения города; негры, мулаты и райсальцы — 4,4 %; индейцы — 0,4 %.","В расовом отношении белые и метисы составляли девяносто пять целых две десятых % от населения города; негры, мулаты и райсальцы — четыре целых четыре десятых %; индейцы — ноль целых четыре десятых %."
"Уровень грамотности среди всего населения составлял 89,9 %.",Уровень грамотности среди всего населения составлял восемьдесят девять целых девять десятых %.
"По данным ВОЗ, человек ежедневно получает в среднем 2,4 мкг ртути ежедневно (главным образом с пищей, с питьевой водой и с вдыхаемым воздухом).","По данным ВОЗ, человек ежедневно получает в среднем две целых четыре десятых мкг ртути ежедневно (главным образом с пищей, с питьевой водой и с вдыхаемым воздухом)."
"В целом предпочитая мясную пищу растительной, при отсутствии иного провианта ежедневно съедал от 1,8 до 2,3 кг травы.","В целом предпочитая мясную пищу растительной, при отсутствии иного провианта ежедневно съедал от одной целой восьми десятых до двух целых трёх десятых кг травы."
"В присутствии членов комиссии, устроивших экспериментальную проверку его физиологических возможностей, Домери съел 7,3 кг сырого говяжьего вымени, сырой говядины и сальных свечей и выпил четыре бутылки портера в течение одного дня — ни разу не испытав позыва к испражнению, мочеиспусканию или рвоте.","В присутствии членов комиссии, устроивших экспериментальную проверку его физиологических возможностей, Домери съел семи целых трёх десятых кг сырого говяжьего вымени, сырой говядины и сальных свечей и выпил четыре бутылки портера в течение одного дня — ни разу не испытав позыва к испражнению, мочеиспусканию или рвоте."
"Занимает площадь 19,62 км².",Занимает площадь девятнадцати целых шестидесяти двух сотых км².
"В 2,5 км от устья принимает справа реку Пырмаз.",В двух целых пяти десятых км от устья принимает справа реку Пырмаз.
"2,5 км: река Пырмаз (пр)",две целых пять десятых км: река Пырмаз (пр)
Официальный сайт Учебного комитета РПЦ: «Учебные заведения РПЦ»,Официальный сайт Учебного комитета РПЦ: «Учебные заведения РПЦ»
"Во время оригинального показа, эпизод посмотрели 1,74 миллиона зрителей, снизившись по сравнению с предыдущим эпизодом.","Во время оригинального показа, эпизод посмотрели одна целая семьдесят четыре сотых миллиона зрителей, снизившись по сравнению с предыдущим эпизодом."
"Площадь водных ресурсов округа составляет 0,24 % от всей его площади.",Площадь водных ресурсов округа составляет ноль целых двадцать четыре сотых % от всей его площади.
"Расовый состав округа по данным переписи распределился следующим образом: 94,72 % белых, 0,15 % чёрных или афроамериканцев, 0,91 % коренных американцев, 0,27 % азиатов, 0,02 % выходцев с тихоокеанских островов, 1,47 % смешанных рас, 2,46 % — других народностей.","Расовый состав округа по данным переписи распределился следующим образом: девяносто четыре целых семьдесят две сотых % белых, ноль целых пятнадцать сотых % чёрных или афроамериканцев, ноль целых девяносто одна сотая % коренных американцев, ноль целых двадцать семь сотых % азиатов, ноль целых две сотых % выходцев с тихоокеанских островов, одна целая сорок семь сотых % смешанных рас, две целых сорок шесть сотых % — других народностей."
"Испано- и латиноамериканцы составили 5,48 % от всех жителей округа.",Испано- и латиноамериканцы составили пять целых сорок восемь сотых % от всех жителей округа.
"Средний размер домашнего хозяйства составил 2,55 человек, а средний размер семьи — 3,01 человек.","Средний размер домашнего хозяйства составил двух целых пятидесяти пяти сотых человек, а средний размер семьи — три целых одна сотая человек."
"Среднегодовая температура воздуха — +1,5 °C.",Среднегодовая температура воздуха — одна целая пять десятых °C.
"Записи об аресте показали, что на момент ареста у него было 0,02 унции марихуаны, три печенья с медицинской марихуаной и одно пирожное с марихуаной.","Записи об аресте показали, что на момент ареста у него было ноль целых две сотых унции марихуаны, три печенья с медицинской марихуаной и одно пирожное с марихуаной."
"В сезоне она установила личный рекорд в NCAA по коэффициенту надёжности — 1,38.",В сезоне она установила личный рекорд в NCAA по коэффициенту надёжности — одна целая тридцать восемь сотых.
"ВМС насчитывали 2,1 тыс. человек.",ВМС насчитывали две целых одна десятая тыс. человек.
"Крупнейшим рынком сбыта являлся материковый Китай (41,5 %), остальные продажи пришлись на зарубежные рынки.","Крупнейшим рынком сбыта являлся материковый Китай (сорок одна целая пять десятых %), остальные продажи пришлись на зарубежные рынки."
"Основными акционерами Zhongjin Lingnan Nonfemet являются Guangdong SASAC (35,72 %), China Southern Asset Management (0,82 %), Fullgoal Fund Management (0,39 %), China Asset Management (0,26 %) и The Vanguard Group (0,25 %).","Основными акционерами Zhongjin Lingnan Nonfemet являются Guangdong SASAC (тридцать пять целых семьдесят две сотых %), China Southern Asset Management (ноль целых восемьдесят две сотых %), Fullgoal Fund Management (ноль целых тридцать девять сотых %), China Asset Management (ноль целых двадцать шесть сотых %) и The Vanguard Group (ноль целых двадцать пять сотых %)."
"На выборах в городскую думу Краснодара избирательная комиссия огласила результат партии в 4,97 % голосов.",На выборах в городскую думу Краснодара избирательная комиссия огласила результат партии в четыре целых девяносто семь сотых % голосов.
"По подсчётам присматривающего за Мокрицем офицера голема мистера Помпы (англ. parole officer Mr. Pump, a golem), основанным на изучении личного дела, нанесённый в результате мошенничества Мокрица фон Липвига финансовый ущерб стал причиной смерти 2,338 (двух целых трёхсот тридцати восьми тысячных) человек.","По подсчётам присматривающего за Мокрицем офицера голема мистера Помпы (англ. parole officer Mr. Pump, a golem), основанным на изучении личного дела, нанесённый в результате мошенничества Мокрица фон Липвига финансовый ущерб стал причиной смерти двух целых трёхсот тридцати восьми тысячных (двух целых трёхсот тридцати восьми тысячных) человек."
"АО «Эй Джи Си Борский стекольный завод» (45,7 % в общем объёме производства городского округа);",АО «Эй Джи Си Борский стекольный завод» (сорок пять целых семь десятых % в общем объёме производства городского округа);
"ЗАО «Юроп Фудс» ГБ — 7,5 %;",ЗАО «Юроп Фудс» ГБ — семь целых пять десятых %;
"ООО «Посуда» — 5,1 %;",ООО «Посуда» — пять целых одна десятая %;
"ООО «Берикап» — 4,5 %;",ООО «Берикап» — четыре целых пять десятых %;
"Филиал ООО «Тубор» — 4,3 %;",Филиал ООО «Тубор» — четыре целых три десятых %;
"ЗАО «Борский силикатный завод» — 3,2 %;",ЗАО «Борский силикатный завод» — три целых две десятых %;
"ООО «Новые промышленные технологии» — 3,0 %;",ООО «Новые промышленные технологии» — три целых ноль десятых %;
"ООО «Тросифоль» — 2,4 %;",ООО «Тросифоль» — две целых четыре десятых %;
"ОАО «Нижегородский теплоход» 1,9 %;",ОАО «Нижегородский теплоход» одна целая девять десятых %;
"ООО «Метмаш» 1,8 %;",ООО «Метмаш» одна целая восемь десятых %;
"ОАО «Борская войлочная фабрика» — 1,4 %;",ОАО «Борская войлочная фабрика» — одна целая четыре десятых %;
"ООО «Лесотарасервис» — 1,3 %.Основные виды выпускаемой продукции: стекло строительное, полированное, триплекс, сталинит, стеклопакеты, сварочные электроды, чугунное и стальное литьё, трубы электросварные, силикатный кирпич, мытая шерсть, войлок, валяная обувь, торговое оборудование, пиломатериалы, хлебобулочные кондитерские изделия, молочная продукция, сухие дегидрированные продукты.","ООО «Лесотарасервис» — одна целая три десятых %.Основные виды выпускаемой продукции: стекло строительное, полированное, триплекс, сталинит, стеклопакеты, сварочные электроды, чугунное и стальное литьё, трубы электросварные, силикатный кирпич, мытая шерсть, войлок, валяная обувь, торговое оборудование, пиломатериалы, хлебобулочные кондитерские изделия, молочная продукция, сухие дегидрированные продукты."
"Анурогнат (лат. Anurognathus от греч. αν — без, оυρα — хвост и γναθος — челюсти) — род мелких птерозавров из семейства анурогнатид (Anurognathidae), живших в конце юрского периода (поздний титонский век, 150,8—145,0 млн лет назад).","Анурогнат (лат. Anurognathus от греч. αν — без, оυρα — хвост и γναθος — челюсти) — род мелких птерозавров из семейства анурогнатид (Anurognathidae), живших в конце юрского периода (поздний титонский век, сто пятьдесят целых восемь десятых—сто сорок пять целых ноль десятых млн лет назад)."
"Выработка электроэнергии — 0,24 млрд кВт⋅чОсновной вид топлива, использующийся на станции — каменный уголь каражыринского месторождения, в качестве растопочного топлива используется мазут.","Выработка электроэнергии — ноль целых двадцать четыре сотых млрд кВт⋅чОсновной вид топлива, использующийся на станции — каменный уголь каражыринского месторождения, в качестве растопочного топлива используется мазут."
"Занимает площадь 1,752 км².",Занимает площадь одной целой семисот пятидесяти двух тысячных км².
"Семья Соддеров проживала в двухэтажном деревянном каркасном доме в двух милях (3,2 километра) к северу от города Фейетвилла.",Семья Соддеров проживала в двухэтажном деревянном каркасном доме в двух милях (три целых две десятых километра) к северу от города Фейетвилла.
"Здесь, на охраняемой территории в 1.057 км² обитают многочисленные представители эндемических видов млекопитающих, рептилий и пернатых.","Здесь, на охраняемой территории в одну целую пятьдесят семь тысячных км² обитают многочисленные представители эндемических видов млекопитающих, рептилий и пернатых."
American Museum of Natural History.,American Museum of Natural History.
doi:10.5531/db.iz.0001,doi:десять целых пять тысячи пятьсот тридцать одна десятитысячная/db.iz.0001
"1,7 млрд баррелей нефти.",одна целая семь десятых млрд баррелей нефти.
"Среднегодовая температура воздуха — 3,6 °C.",Среднегодовая температура воздуха — три целых шесть десятых °C.
"На складах ездят самоходные машины для поднятия, транспортировки и укладки различных грузов грузоподъёмностью от 91,5 до 610,5 пудов.","На складах ездят самоходные машины для поднятия, транспортировки и укладки различных грузов грузоподъёмностью от девяноста одной целой пяти десятых до шестисот десяти целых пяти десятых пудов."
"Кроме того, имеется открытый склад для других изделий из нефти (1,375 км²).","Кроме того, имеется открытый склад для других изделий из нефти (одна целая триста семьдесят пять тысячных км²)."
"Усилие спуска при взведённом курке — 2,7 кг, в режиме самовзвода — 5,9 кг.","Усилие спуска при взведённом курке — две целых семь десятых кг, в режиме самовзвода — пять целых девять десятых кг."
"Среди всего населения мужчины составляли — 46,1 %, женщины — 53,9 %.","Среди всего населения мужчины составляли — сорок шесть целых одна десятая %, женщины — пятьдесят три целых девять десятых %."
"Spot-winged Starling (Saroglossa spilopterus), version 1.0.","Spot-winged Starling (Saroglossa spilopterus), version одна целая ноль десятых."
"Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.spwsta1.01","Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.spwsta1.01"
"Плотность населения составляет 82,00 человека на км2.",Плотность населения составляет восемьдесят две целых ноль сотых человека на км2.
"Расовый состав населения: белые — 91,01 %, афроамериканцы — 4,63 %, коренные американцы (индейцы) — 0,28 %, азиаты — 0,78 %, гавайцы — 0,04 %, представители других рас — 1,77 %, представители двух или более рас — 1,50 %.","Расовый состав населения: белые — девяносто одна целая одна сотая %, афроамериканцы — четыре целых шестьдесят три сотых %, коренные американцы (индейцы) — ноль целых двадцать восемь сотых %, азиаты — ноль целых семьдесят восемь сотых %, гавайцы — ноль целых четыре сотых %, представители других рас — одна целая семьдесят семь сотых %, представители двух или более рас — одна целая пятьдесят сотых %."
