q,a
"Обладателем Суперкубка Европы стал бельгийский «Мехелен», переигравший ПСВ по сумме двух встреч со счётом 3:1 (домашняя победа 3:0 и поражение в гостях 0:1).","Обладателем Суперкубка Европы стал бельгийский «Мехелен», переигравший ПСВ по сумме двух встреч со счётом три:один (домашняя победа три:ноль и поражение в гостях ноль:один)."
Санкт-Петербург — «Эдинбург Сивил Сервис» — 0:2 ===,Санкт-Петербург — «Эдинбург Сивил Сервис» — ноль:два ===
Санкт-Петербург — Харьков — 3:1 ===,Санкт-Петербург — Харьков — три:один ===
Санкт-Петербург — Харьков — 5:0 ===,Санкт-Петербург — Харьков — пять:ноль ===
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Масштаб 1:200000.,Масштаб один:двести тысяч.
"Герой Российской Федерации (12.05.1997, посмертно).","Герой Российской Федерации (двенадцатого мая тысяча девятьсот девяносто седьмого года, посмертно)."
"Награждена медалью «За отвагу» (19.02.1996, посмертно).","Награждена медалью «За отвагу» (девятнадцатого февраля тысяча девятьсот девяносто шестого года, посмертно)."
Во время Великой Отечественной войны был инженером ремонтно-восстановительного поезда; награждён медалью «За трудовое отличие» (13.09.1943).,Во время Великой Отечественной войны был инженером ремонтно-восстановительного поезда; награждён медалью «За трудовое отличие» (тринадцатого сентября тысяча девятьсот сорок третьего года).
Единственное очко было заработано благодаря ничьей с Финляндией (1:1).,Единственное очко было заработано благодаря ничьей с Финляндией (один:один).
Последним матчем в роли наставника «Лестера» для итальянца стал первый матч 1/8 финала Лиги чемпионов 2016/17 в гостях против «Севильи» (1:2).,Последним матчем в роли наставника «Лестера» для итальянца стал первый матч один/восемь финала Лиги чемпионов 20один6/один7 в гостях против «Севильи» (один:два).
"«Волки» с начала чемпионата находились в жёстком игровом кризисе, и, несмотря на знаковую победу над досрочно выигравшим чемпионат «Ювентусом» (2:0) в концовке чемпионата, значительно повлиять на игру римлян тренеру не удалось, команда завершила сезон на 6-м месте, сумев лишь пробиться в квалификацию Лиги Европы, а по окончании сезона Раньери покинул занимаемый пост.","«Волки» с начала чемпионата находились в жёстком игровом кризисе, и, несмотря на знаковую победу над досрочно выигравшим чемпионат «Ювентусом» (два:ноль) в концовке чемпионата, значительно повлиять на игру римлян тренеру не удалось, команда завершила сезон на шесть-м месте, сумев лишь пробиться в квалификацию Лиги Европы, а по окончании сезона Раньери покинул занимаемый пост."
Vladimir’s Theological Quarterly 57:1 (2013).,Vladimir’s Theological Quarterly пятьдесят семь:один (две тысячи тринадцать).
04.05.2009.,четвёртого мая две тысячи девятого года.
04.09.2009.,четвёртого сентября две тысячи девятого года.
23.06.2010.,двадцать третьего июня две тысячи десятого года.
«Tylö Sun» (2:41) (Кавер на песню группы The Rivieras «California Sun».,«Tylö Sun» (два часа сорок один минута) (Кавер на песню группы The Rivieras «California Sun».
(2:49) (B-side сингла «Sommartider»),(два часа сорок девять минут) (B-side сингла «Sommartider»)
«I Go to Pieces» (2:40) (текст и музыка: Дел Шеннон;,«I Go to Pieces» (два часа сорок минут) (текст и музыка: Дел Шеннон;
«Threnody» (4:43) (текст: Дороти Паркер; выпущена на сборнике «Radio Parlophone — Andra Sändningen»),«Threnody» (четыре часа сорок три минуты) (текст: Дороти Паркер; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)
(1:50),(один час пятьдесят минут)
«Bara vara nära» (2:43),«Bara vara nära» (два часа сорок три минуты)
«Hi Fidelity» (2:07),«Hi Fidelity» (два часа семь минут)
(2:38) (выпущена на сборнике «Rockriff från Halmstad»),(два часа тридцать восемь минут) (выпущена на сборнике «Rockriff från Halmstad»)
«Skäl att tvivla» (3:34),«Skäl att tvivla» (три часа тридцать четыре минуты)
"«Marie, Marie» (2:16) (музыка: Дэйв Алвин; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)","«Marie, Marie» (два часа шестнадцать минут) (музыка: Дэйв Алвин; выпущена на сборнике «Radio Parlophone — Andra Sändningen»)"
«Ingenting av vad du behöver» (4:20) (вокал Мари Фредрикссон в качестве приглашённой артистки.,«Ingenting av vad du behöver» (четыре часа двадцать минут) (вокал Мари Фредрикссон в качестве приглашённой артистки.
Sommartider (3:18),Sommartider (три часа восемнадцать минут)
Tylö Sun (2:41),Tylö Sun (два часа сорок один минута)
(2:49),(два часа сорок девять минут)
Flickan i en Cole Porter-sång (3:48),Flickan i en Cole Porter-sång (три часа сорок восемь минут)
I go to pieces (2:40),I go to pieces (два часа сорок минут)
"Рана, перевязанная в 8:30 выглядит хорошо.»","Рана, перевязанная в восемь часов тридцать минут выглядит хорошо.»"
В 18:15 вышел очередной бюллетень:,В восемнадцать часов пятнадцать минут вышел очередной бюллетень:
"Он прибыл на станцию Норт-Крик, где в 5:22 он получил телеграмму от государственного секретаря Джона Хея:","Он прибыл на станцию Норт-Крик, где в пять часов двадцать две минуты он получил телеграмму от государственного секретаря Джона Хея:"
"Рузвельт сел на поезд, следовавший с краткой остановкой в Олбани и прибыл в Буффало в 13:30.","Рузвельт сел на поезд, следовавший с краткой остановкой в Олбани и прибыл в Буффало в тринадцать часов тридцать минут."
11 января 2022 года дебютировал в НХЛ в матче против «Тампы-Бэй Лайтнинг»; матч закончился победой «Лайтнинг» со счётом 6:1.,одиннадцать января две тысячи двадцать два года дебютировал в НХЛ в матче против «Тампы-Бэй Лайтнинг»; матч закончился победой «Лайтнинг» со счётом шесть:один.
20 января в матче с «Даллас Старз» забросил первую шайбу в НХЛ и отдал голевую передачу; матч закончился победой «Старз» со счётом 5:4.,двадцать января в матче с «Даллас Старз» забросил первую шайбу в НХЛ и отдал голевую передачу; матч закончился победой «Старз» со счётом пять:четыре.
Указом Президента Российской Федерации № 1229 от 14.09.1999 года Владимиру Срочко присвоено почётное звание «Заслуженный работник высшей школы Российской Федерации».,Указом Президента Российской Федерации № одна тысяча двести двадцать девять от четырнадцатого сентября тысяча девятьсот девяносто девятого года Владимиру Срочко присвоено почётное звание «Заслуженный работник высшей школы Российской Федерации».
В первом своём матче югославы победили сборную Португалии со счётом 3:0.,В первом своём матче югославы победили сборную Португалии со счётом три:ноль.
орден Ленина (18.03.1959),орден Ленина (восемнадцатого марта тысяча девятьсот пятьдесят девятого года)
орден «Знак Почёта» (25.12.1944),орден «Знак Почёта» (двадцать пятого декабря тысяча девятьсот сорок четвёртого года)
"После пары сезонов, проведённых в «Хартфорде», получил шанс дебютировать в НХЛ, забросив свою первую шайбу в лиге 21 октября 2006 года в ворота голкипера «Торонто Мейпл Лифс» Эндрю Рэйкрофта в матче, который завершился победой «Нью-Йорка» со счётом 5:4.","После пары сезонов, проведённых в «Хартфорде», получил шанс дебютировать в НХЛ, забросив свою первую шайбу в лиге двадцать один октября две тысячи шесть года в ворота голкипера «Торонто Мейпл Лифс» Эндрю Рэйкрофта в матче, который завершился победой «Нью-Йорка» со счётом пять:четыре."
"Это была первая игра для Доуса в серии на выбывание; завершилась она со счётом 4:5 в пользу «клинков», а одна из шайб в ворота голкипера «Рейнджерс» Хенрика Лундквиста попала после рикошета от Найджела, который пытался блокировать бросок одного из хоккеистов «Баффало».","Это была первая игра для Доуса в серии на выбывание; завершилась она со счётом четыре:пять в пользу «клинков», а одна из шайб в ворота голкипера «Рейнджерс» Хенрика Лундквиста попала после рикошета от Найджела, который пытался блокировать бросок одного из хоккеистов «Баффало»."
6 сентября 2020 года забросил первую шайбу за «Ак Барс» в КХЛ в игре против СКА (3:2 ОТ).,шесть сентября две тысячи двадцать года забросил первую шайбу за «Ак Барс» в КХЛ в игре против СКА (три:два ОТ).
29 ноября 2020 года сделал 11-й хет-трик в КХЛ в игре против «Северстали» (5:2).,двадцать девять ноября две тысячи двадцать года сделал одиннадцать-й хет-трик в КХЛ в игре против «Северстали» (пять:два).
The SWAP Force (2:19),The SWAP Force (два часа девятнадцать минут)
Braving Mount Cloudbreak (3:14),Braving Mount Cloudbreak (три часа четырнадцать минут)
Canopy Climb (2:38),Canopy Climb (два часа тридцать восемь минут)
Welcome to Woodburrow (2:51),Welcome to Woodburrow (два часа пятьдесят один минута)
Rescue the Chieftess (2:16),Rescue the Chieftess (два часа шестнадцать минут)
Ride of Evil Glumshanks (1:36),Ride of Evil Glumshanks (один час тридцать шесть минут)
Iron Jaw Gulch (2:17),Iron Jaw Gulch (два часа семнадцать минут)
Farewell Baron (2:38),Farewell Baron (два часа тридцать восемь минут)
Surviving Motleyville (4:04),Surviving Motleyville (четыре часа четыре минуты)
Dangerous Coils (2:10),Dangerous Coils (два часа десять минут)
Serpent's Peak (2:29),Serpent's Peak (два часа двадцать девять минут)
Frozen Galleries (2:54),Frozen Galleries (два часа пятьдесят четыре минуты)
Fraser's Frosted Festival (2:18),Fraser's Frosted Festival (два часа восемнадцать минут)
Pull Your Strings (2:38),Pull Your Strings (два часа тридцать восемь минут)
Fires of Fantasm Forest (1:52),Fires of Fantasm Forest (один час пятьдесят две минуты)
A New Chieftess (1:41),A New Chieftess (один час сорок один минута)
Motherly Mayhem (2:22),Motherly Mayhem (два часа двадцать две минуты)
Hidden Adventures (3:35),Hidden Adventures (три часа тридцать пять минуты)
"Для осуществления функций государственного управления Кемеровская область, в соответствии с законом Кемеровской области от 27.12.2007 № 215-ОЗ «Об административно-территориальном устройстве Кемеровской области», подразделяется на:","Для осуществления функций государственного управления Кемеровская область, в соответствии с законом Кемеровской области от двадцать седьмого декабря две тысячи седьмого года № двести пятнадцать-ОЗ «Об административно-территориальном устройстве Кемеровской области», подразделяется на:"
Законом Кемеровской области — Кузбасса от 07.10.2020 № 111-ОЗ 15.11.2020 Тисульский муниципальный район был преобразован в муниципальный округ.,Законом Кемеровской области — Кузбасса от седьмого октября две тысячи двадцатого года № сто одиннадцать-ОЗ пятнадцатого ноября две тысячи двадцатого года Тисульский муниципальный район был преобразован в муниципальный округ.
Отношение ширины флага к его длине — 2:3.,Отношение ширины флага к его длине — два:три.
На 01.01.2020 численность сельского населения Кемеровской области 370 617 человек.,На первое января две тысячи двадцатого года численность сельского населения Кемеровской области триста семьдесят шестьсот семнадцать человек.
"Во второй игре серии он отыграл всего четыре иннинга, хотя пропустил только два очка, «Янкиз» выиграли матч со счётом 16:3.","Во второй игре серии он отыграл всего четыре иннинга, хотя пропустил только два очка, «Янкиз» выиграли матч со счётом шестнадцать:три."
В шестой игре его заменили в третьем иннинге при счёте 0:5.,В шестой игре его заменили в третьем иннинге при счёте ноль:пять.
"В решающей седьмой игре Боб вышел на поле в девятом иннинге, что сохранить преимущество команды в счёте («Питтсбург» вёл 9:7).","В решающей седьмой игре Боб вышел на поле в девятом иннинге, что сохранить преимущество команды в счёте («Питтсбург» вёл девять:семь)."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"«Я себя предателем не чувствую» — интервью с Константином Лебедевым после приговора, «Коммерсант-Online», 28.04.2013.","«Я себя предателем не чувствую» — интервью с Константином Лебедевым после приговора, «Коммерсант-Online», двадцать восьмого апреля две тысячи тринадцатого года."
Штурм начался 10 декабря 1942 в 23:00.,Штурм начался десятого декабря одна тысяча девятьсот сорок второго в двадцать три часа ноль минут.
Орден Ленина (29.10.1949),Орден Ленина (двадцать девятого октября тысяча девятьсот сорок девятого года)
Орден «Знак Почёта» (19.09.1953),Орден «Знак Почёта» (девятнадцатого сентября тысяча девятьсот пятьдесят третьего года)
Его первое появление в чемпионате Испании состоялось 3 октября 1998 года в игре против «Валенсии» (3:1).,Его первое появление в чемпионате Испании состоялось три октября одна тысяча девятьсот девяносто восемь года в игре против «Валенсии» (три:один).
"Свой первый гол забил в ворота «Вальядолида», а «Барселона» минимально обыграла соперника со счётом 1:0.","Свой первый гол забил в ворота «Вальядолида», а «Барселона» минимально обыграла соперника со счётом один:ноль."
"В чемпионате Испании стоит отметить игру против мадридского «Реала», завершившуюся со счётом 6:2.","В чемпионате Испании стоит отметить игру против мадридского «Реала», завершившуюся со счётом шесть:два."
"«Каталонцы» победили со счётом 3:1 и попали в финал, где выиграли у аргентинского «Эстудиантеса».","«Каталонцы» победили со счётом три:один и попали в финал, где выиграли у аргентинского «Эстудиантеса»."
"Финальный турнир оставил противоречивое впечатление от испанцев — они одержали все три возможные победы на групповом этапе, но уже в первом раунде плей-офф уступили французам со счётом 3:1.","Финальный турнир оставил противоречивое впечатление от испанцев — они одержали все три возможные победы на групповом этапе, но уже в первом раунде плей-офф уступили французам со счётом три:один."
Жена: Александра Петровна Скалон (1842—18.08.1915),Жена: Александра Петровна Скалон (одна тысяча восемьсот сорок два—восемнадцатого августа тысяча девятьсот пятнадцатого года)
Disfunctional 04:02,Disfunctional четыре часа две минуты
Prayer In Unison 04:22,Prayer In Unison четыре часа двадцать две минуты
Rainmaker 04:32,Rainmaker четыре часа тридцать две минуты
«О муниципальных районах в Республике Карелия» Закон Республики Карелия от 01.12.2004 № 825-ЗРК  (неопр.).,«О муниципальных районах в Республике Карелия» Закон Республики Карелия от первого декабря две тысячи четвёртого года № восемьсот двадцать пять-ЗРК  (неопр.).
"«О городских, сельских поселениях в Республике Карелия» Закон Республики Карелия от 01.11.2004 № 813-ЗРК  (неопр.).","«О городских, сельских поселениях в Республике Карелия» Закон Республики Карелия от первого ноября две тысячи четвёртого года № восемьсот тринадцать-ЗРК  (неопр.)."
"Команда по итогам регулярного чемпионата получила приглашение на Нью-Мехико Боул, где уступила «Темплу» 15:37, а Джош отличился тачдауном.","Команда по итогам регулярного чемпионата получила приглашение на Нью-Мехико Боул, где уступила «Темплу» пятнадцать часов тридцать семь минут, а Джош отличился тачдауном."
Алатырев Иван Карпович (17.06.1914 — 08.04.1999),Алатырев Иван Карпович (семнадцатого июня тысяча девятьсот четырнадцатого года — восьмого апреля тысяча девятьсот девяносто девятого года)
"20.10.1955) — дипломат, кандидат исторических наук, доцент;","двадцатого октября тысяча девятьсот пятьдесят пятого года) — дипломат, кандидат исторических наук, доцент;"
Эфир от 24.01.2011 Видео Архивная копия от 9 июля 2018 на Wayback Machine,Эфир от двадцать четвёртого января две тысячи одиннадцатого года Видео Архивная копия от девять июля две тысячи восемнадцать на Wayback Machine
Эфир от 29.11.2010 Видео на YouTube,Эфир от двадцать девятого ноября две тысячи десятого года Видео на YouTube
Эфир от 20.05.2011 Видео на YouTube,Эфир от двадцатого мая две тысячи одиннадцатого года Видео на YouTube
Эфир от 14.12.2012 Видео на YouTube,Эфир от четырнадцатого декабря две тысячи двенадцатого года Видео на YouTube
Эфир от 31.12.2019 Видео на YouTube,Эфир от тридцать первого декабря две тысячи девятнадцатого года Видео на YouTube
Эфир от 13.11.2020 Видео на YouTube,Эфир от тринадцатого ноября две тысячи двадцатого года Видео на YouTube
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
В своём единственном матче против сборной Швейцарии Литва уступила со счётом 0:9 и завершила выступление на Олимпиаде.,В своём единственном матче против сборной Швейцарии Литва уступила со счётом ноль:девять и завершила выступление на Олимпиаде.
"Его дебют в сборной состоялся 9 августа 1990 года в матче против сборной Туниса (0:0), а последний матч состоялся 28 января 2006 года против сборной Ливии (0:0).","Его дебют в сборной состоялся девять августа 1девятьдевять0 года в матче против сборной Туниса (ноль:ноль), а последний матч состоялся двадцать восемь января две тысячи шесть года против сборной Ливии (ноль:ноль)."
Орден Октябрьской Революции (25.03.1974),Орден Октябрьской Революции (двадцать пятого марта тысяча девятьсот семьдесят четвёртого года)
Герой Узбекистана (25.08.1999),Герой Узбекистана (двадцать пятого августа тысяча девятьсот девяносто девятого года)
Орден «За выдающиеся заслуги» (26.08.1997),Орден «За выдающиеся заслуги» (двадцать шестого августа тысяча девятьсот девяносто седьмого года)
Орден «Дустлик» (08.06.1995),Орден «Дустлик» (восьмого июня тысяча девятьсот девяносто пятого года)
Медаль «Шухрат» (25.08.1994),Медаль «Шухрат» (двадцать пятого августа тысяча девятьсот девяносто четвёртого года)
Орден Ленина (25.02.1991),Орден Ленина (двадцать пятого февраля тысяча девятьсот девяносто первого года)
Орден Дружбы народов (09.06.1980),Орден Дружбы народов (девятого июня тысяча девятьсот восьмидесятого года)
Медаль «За трудовое отличие» (18.03.1959).,Медаль «За трудовое отличие» (восемнадцатого марта тысяча девятьсот пятьдесят девятого года).
"В слаломе, показав по итогам двух попыток время 1:35,59, Бокал заняла 11-е место, а в гигантском слаломе Наташа заняла лишь 20-е место.","В слаломе, показав по итогам двух попыток время один час тридцать пять минуты,пятьдесят девять, Бокал заняла одиннадцать-е место, а в гигантском слаломе Наташа заняла лишь двадцать-е место."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
25.10.1915 был подписан приемочный акт.,двадцать пятого октября тысяча девятьсот пятнадцатого года был подписан приемочный акт.
Команда одержала две победы на старте турнира (20:6 против «Ласточек» из Ярославля и 20:0 в игре с командой московские «Драконы»).,Команда одержала две победы на старте турнира (двадцать:шесть против «Ласточек» из Ярославля и двадцать:ноль в игре с командой московские «Драконы»).
Команда одержала две победы на старте турнира (50:12 против «Ласточек» из Ярославля и 77:7 в игре с командой московские «Драконы»).,Команда одержала две победы на старте турнира (пятьдесят:двенадцать против «Ласточек» из Ярославля и семьдесят семь:семь в игре с командой московские «Драконы»).
Игра с «Московскими Вишнями» также завершилась победой «Сирен» (32:6).,Игра с «Московскими Вишнями» также завершилась победой «Сирен» (тридцать два:шесть).
0:45 — финальный счёт игры «Ласточек» против «Cирен» .,ноль часов сорок пять минуты — финальный счёт игры «Ласточек» против «Cирен» .
6:46 «Seagulls» — «Сирены».,шесть часов сорок шесть минут «Seagulls» — «Сирены».
"Счёт игры 38:12 в пользу ""Московских Сирен"".","Счёт игры тридцать восемь:двенадцать в пользу ""Московских Сирен""."
"Команда смогла одержать две победы: со счётом 39:6 были обыграны ""Нижегородские Белки"" и 26:6 ""Московские Рыси"".","Команда смогла одержать две победы: со счётом тридцать девять:шесть были обыграны ""Нижегородские Белки"" и двадцать шесть:шесть ""Московские Рыси""."
"В финале ""Сирены"" обыгрывают ""Уральских Саламандр"" 19:0 и становятся победительницами Кубка России по флаг-футболу третий год подряд.","В финале ""Сирены"" обыгрывают ""Уральских Саламандр"" девятнадцать:ноль и становятся победительницами Кубка России по флаг-футболу третий год подряд."
"Выступив против команды ""Феникс Сеченов"", ""Сирены"" одерживают победу 33:0.","Выступив против команды ""Феникс Сеченов"", ""Сирены"" одерживают победу тридцать три:ноль."
"Проигрывают команде ""War Horses"" со счётом 28:0.","Проигрывают команде ""War Horses"" со счётом двадцать восемь:ноль."
"В противостоянии с ""Минскими Ангелами"" уступают 28:12 в первый день турнира, тем не менее демонстрируя качественную игру и волю к победе.","В противостоянии с ""Минскими Ангелами"" уступают двадцать восемь:двенадцать в первый день турнира, тем не менее демонстрируя качественную игру и волю к победе."
Игра завершилась со счётом 60:6 в пользу Сборной Дальнего Востока.,Игра завершилась со счётом шестьдесят:шесть в пользу Сборной Дальнего Востока.
"После сложной игры с будущими победительницами WLAF Сборная Дальнего Востока одержала сравнительно лёгкую победу над ""Феникс Сеченов"" со счётом 48:0.","После сложной игры с будущими победительницами WLAF Сборная Дальнего Востока одержала сравнительно лёгкую победу над ""Феникс Сеченов"" со счётом сорок восемь:ноль."
«Blood for Poppies» — 3:38,«Blood for Poppies» — три часа тридцать восемь минут
«Blood for Poppies» — 3:38,«Blood for Poppies» — три часа тридцать восемь минут
«Blood for Poppies» (Heads Down Here We Come Remix) — 4:12,«Blood for Poppies» (Heads Down Here We Come Remix) — четыре часа двенадцать минут
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
31:34),тридцать один:тридцать четыре)
Орден Святой Анны 2-й степени с мечами (ВП 06.06.1914;,Орден Святой Анны второй степени с мечами (ВП шестого июня тысяча девятьсот четырнадцатого года;
ВП 07.05.1916),ВП седьмого мая тысяча девятьсот шестнадцатого года)
Орден Святого Владимира 4-й степени с мечами и бантом (ВП 05.10.1914),Орден Святого Владимира четвертой степени с мечами и бантом (ВП пятого октября тысяча девятьсот четырнадцатого года)
Орден Святой Анны 4-й степени «За храбрость» (ВП 13.04.1915),Орден Святой Анны четвертой степени «За храбрость» (ВП тринадцатого апреля тысяча девятьсот пятнадцатого года)
Георгиевское оружие (ВП 13.10.1916),Георгиевское оружие (ВП тринадцатого октября тысяча девятьсот шестнадцатого года)
Орден Отечественной войны I степени (06.04.1985),Орден Отечественной войны I степени (шестого апреля тысяча девятьсот восемьдесят пятого года)
Орден Красной Звезды (06.11.1947),Орден Красной Звезды (шестого ноября тысяча девятьсот сорок седьмого года)
Орден «Знак Почёта» (27.12.1957),Орден «Знак Почёта» (двадцать седьмого декабря тысяча девятьсот пятьдесят седьмого года)
Орден Красной Звезды (24.02.1946),Орден Красной Звезды (двадцать четвёртого февраля тысяча девятьсот сорок шестого года)
Медаль «За оборону Кавказа» (01.05.1944),Медаль «За оборону Кавказа» (первого мая тысяча девятьсот сорок четвёртого года)
"Раса гномов хаоса была анонсирована 14.03.2023, релиз произошёл 13.04.2023.","Раса гномов хаоса была анонсирована четырнадцатого марта две тысячи двадцать третьего года, релиз произошёл тринадцатого апреля две тысячи двадцать третьего года."
орден Трудового Красного Знамени (22.08.1986),орден Трудового Красного Знамени (двадцать второго августа тысяча девятьсот восемьдесят шестого года)
медаль «За трудовую доблесть» (05.10.1960),медаль «За трудовую доблесть» (пятого октября тысяча девятьсот шестидесятого года)
Заслуженный артист РСФСР (22.06.1979),Заслуженный артист РСФСР (двадцать второго июня тысяча девятьсот семьдесят девятого года)
В тот же день похоронен на Хованском (Центральном) кладбище Москвы (участок № 3) рядом с матерью Екатериной Анисимовной Лобановой (20.11.1903 — 12.01.1988).,В тот же день похоронен на Хованском (Центральном) кладбище Москвы (участок № три) рядом с матерью Екатериной Анисимовной Лобановой (двадцатого ноября тысяча девятьсот третьего года — двенадцатого января тысяча девятьсот восемьдесят восьмого года).
"Этот период отмечен вхождением в состав особой тройки, созданной по приказу НКВД СССР от 30.07.1937 № 00447 и активным участием в сталинских репрессиях.","Этот период отмечен вхождением в состав особой тройки, созданной по приказу НКВД СССР от тридцатого июля тысяча девятьсот тридцать седьмого года № четыреста сорок семь и активным участием в сталинских репрессиях."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Нурпеисов, Кайрат Айтмухамбетович (21.09.1957, с. Галкино, Щербактинский р-н, Павлодарская обл.) — казахстанский общественный и политический деятель, руководитель Аппарата Сената Парламента, аким Павлодарской области (2003—2008).","Нурпеисов, Кайрат Айтмухамбетович (двадцать первого сентября тысяча девятьсот пятьдесят седьмого года, с. Галкино, Щербактинский р-н, Павлодарская обл.) — казахстанский общественный и политический деятель, руководитель Аппарата Сената Парламента, аким Павлодарской области (две тысячи третий—две тысячи восьмой)."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"В первом сезоне с новым клубом провёл 25 матчей и забил 9 голов в чемпионате Болгарии, который его команда выирала, а также сделал дубль в финале Кубка Болгарии (2:1), в котором был признан «игроком матча».","В первом сезоне с новым клубом провёл двадцать пять матчей и забил девять голов в чемпионате Болгарии, который его команда выирала, а также сделал дубль в финале Кубка Болгарии (два:один), в котором был признан «игроком матча»."
"Был награждён орденом Ленина, пятью орденами Красного Знамени, орденами Кутузова 1-й степени (31.05.1945), Суворова 2-й степени и Красной Звезды, а также рядом медалей и иностранными наградами.","Был награждён орденом Ленина, пятью орденами Красного Знамени, орденами Кутузова первой степени (тридцать первого мая тысяча девятьсот сорок пятого года), Суворова второй степени и Красной Звезды, а также рядом медалей и иностранными наградами."
"В ж-ле «Скепсис», на сайте РГИУ (недоступная ссылка)  (недоступная ссылка с 16-05-2013 [3998 дней]) (Zip-файл)","В ж-ле «Скепсис», на сайте РГИУ (недоступная ссылка)  (недоступная ссылка с от шестнадцати до пяти-две тысячи тринадцать [три тысячи девятьсот девяносто восемь дней]) (Zip-файл)"
