q,a
"8 ноября 1944 года на площади Минина в г. Горьком училищу было вручено Красное Знамя образца, установленного указом Президиума Верховного Совета СССР от 21.12.1942 г. и грамота Президиума Верховного Совета СССР от 18.08.44 г.","8 ноября 1944 года на площади Минина в г. Горьком училищу было вручено Красное Знамя образца, установленного указом Президиума Верховного Совета СССР от двадцать первого декабря тысяча девятьсот сорок второго года г. и грамота Президиума Верховного Совета СССР от 18.08.44 г."
Вручение Знамени производил заместитель начальника УВУЗ ГУК НКО СССР гвардии генерал-майор Никитченко.,Вручение Знамени производил заместитель начальника УВУЗ ГУК НКО СССР гвардии генерал-майор Никитченко.
В последующие годы начальниками Горьковского СВУ были: генерал-майор Смирнов Гурий Николаевич (27.04.1950 — 25.07.1953); генерал-майор Анисимов Борис Афанасьевич (1953—1956).,В последующие годы начальниками Горьковского СВУ были: генерал-майор Смирнов Гурий Николаевич (двадцать седьмого апреля тысяча девятьсот пятидесятого года — двадцать пятого июля тысяча девятьсот пятьдесят третьего года); генерал-майор Анисимов Борис Афанасьевич (тысяча девятьсот пятьдесят третий—тысяча девятьсот пятьдесят шестой).
"30.08.1956 Горьковское Суворовское военное училище передислоцировано в г. Москву (Фили) на фонды, освобожденные Центральными курсами усовершенствования офицеров разведки, и переименовано в Московское Суворовское военное училище.","тридцатого августа тысяча девятьсот пятьдесят шестого года Горьковское Суворовское военное училище передислоцировано в г. Москву (Фили) на фонды, освобожденные Центральными курсами усовершенствования офицеров разведки, и переименовано в Московское Суворовское военное училище."
"21.12.1991 училище передислоцировано в г. Москву, Извилистый проезд, дом 11 на фонды, освобожденные 30-й школой младших специалистов строительных войск.","двадцать первого декабря тысяча девятьсот девяносто первого года училище передислоцировано в г. Москву, Извилистый проезд, дом 11 на фонды, освобожденные 30-й школой младших специалистов строительных войск."
"Через неделю, 9 января 1965 года, около 2:20 ночи вооружённый ножом Ричард Спек напал на женщину на парковке у её дома.","Через неделю, 9 января 1965 года, около два часа двадцать минут ночи вооружённый ножом Ричард Спек напал на женщину на парковке у её дома."
"15 апреля 1966 Спек был допрошен полицейскими по поводу убийства 32-летней барменши Мэри Кэтрин Пирс, которую в последний раз видели 9 апреля 1966 года в 12:20 ночи, когда она выходила из бара вместе со Спеком.","15 апреля 1966 Спек был допрошен полицейскими по поводу убийства 32-летней барменши Мэри Кэтрин Пирс, которую в последний раз видели 9 апреля 1966 года в двенадцать часа двадцать минут ночи, когда она выходила из бара вместе со Спеком."
"Около 22:20 он покинул бар в состоянии сильного опьянения одетый во все чёрное, вооружённый двумя ножами и револьвером и направился в сторону Чикагского женского медсестринского общежития.","Около двадцать два часа двадцать минут он покинул бар в состоянии сильного опьянения одетый во все чёрное, вооружённый двумя ножами и револьвером и направился в сторону Чикагского женского медсестринского общежития."
"В 23:00 13 июля 1966 года 24-летний Ричард Спек ворвался в общежитие и, угрожая ножом и револьвером, связал девятерых медсестёр, находившихся там.","В двадцать три часа ноль минут 13 июля 1966 года 24-летний Ричард Спек ворвался в общежитие и, угрожая ножом и револьвером, связал девятерых медсестёр, находившихся там."
"16 июля 1966 около 20:30 Лунсфорд позвонил в полицию и сказал, что подозреваемый замечен входящим в отель «Старр», однако полиция не обратила никакого внимания на звонок бродяги.","16 июля 1966 около двадцать часа тридцать минут Лунсфорд позвонил в полицию и сказал, что подозреваемый замечен входящим в отель «Старр», однако полиция не обратила никакого внимания на звонок бродяги."
"В номере отеля Спек в ночь на 17 июля 1966 года попытался покончить с собой, вскрыв себе вены, однако он был доставлен в больницу графства Кук в 0:30 ночи 17 июля.","В номере отеля Спек в ночь на 17 июля 1966 года попытался покончить с собой, вскрыв себе вены, однако он был доставлен в больницу графства Кук в ноль часа тридцать минут ночи 17 июля."
"Ричард Франклин Спек умер в 6:05 утра 5 декабря 1991 года в тюремной больнице «Silver Cross Hospital», куда был доставлен с жалобами на боли в груди, от сердечного приступа, за день до своего 50-летия.","Ричард Франклин Спек умер в шесть часов пять минут утра 5 декабря 1991 года в тюремной больнице «Silver Cross Hospital», куда был доставлен с жалобами на боли в груди, от сердечного приступа, за день до своего 50-летия."
"Время работы с 05:00 до 23:00, время в пути 25 минут от ж/д вокзала Аточа.","Время работы с пять часов ноль минут до двадцать три часа ноль минут, время в пути 25 минут от ж/д вокзала Аточа."
"Начальная остановка Аточа (работает только в дневное время с 6 до 23:30), следующие пл.","Начальная остановка Аточа (работает только в дневное время с 6 до двадцать три часа тридцать минут), следующие пл."
"Сибелис (работает круглосуточно) и ул. О´Donell, конечные Т1, Т2, Т3 и Т4.","Сибелис (работает круглосуточно) и ул. О´Donell, конечные Т1, Т2, Т3 и Т4."
«О муниципальных районах в Республике Карелия» Закон Республики Карелия от 01.12.2004 № 825-ЗРК  (неопр.).,«О муниципальных районах в Республике Карелия» Закон Республики Карелия от первого декабря две тысячи четвёртого года № 825-ЗРК  (неопр.).
"«О городских, сельских поселениях в Республике Карелия» Закон Республики Карелия от 01.11.2004 № 813-ЗРК  (неопр.).","«О городских, сельских поселениях в Республике Карелия» Закон Республики Карелия от первого ноября две тысячи четвёртого года № 813-ЗРК  (неопр.)."
"Команда по итогам регулярного чемпионата получила приглашение на Нью-Мехико Боул, где уступила «Темплу» 15:37, а Джош отличился тачдауном.","Команда по итогам регулярного чемпионата получила приглашение на Нью-Мехико Боул, где уступила «Темплу» пятнадцать часов тридцать семь минуты, а Джош отличился тачдауном."
Алатырев Иван Карпович (17.06.1914 — 08.04.1999),Алатырев Иван Карпович (семнадцатого июня тысяча девятьсот четырнадцатого года — восьмого апреля тысяча девятьсот девяносто девятого года)
"20.10.1955) — дипломат, кандидат исторических наук, доцент;","двадцатого октября тысяча девятьсот пятьдесят пятого года) — дипломат, кандидат исторических наук, доцент;"
Масштаб 1:200000.,Масштаб один:двести тысячи.
"Александр Васильевич Фатеев (13.08.1897, Петербург — 15.06.1971, Ленинград) — советский учёный в области электрооборудования, доктор технических наук, профессор, заслуженный деятель науки и техники РСФСР.","Александр Васильевич Фатеев (тринадцатого августа тысяча восемьсот девяносто седьмого года, Петербург — пятнадцатого июня тысяча девятьсот семьдесят первого года, Ленинград) — советский учёный в области электрооборудования, доктор технических наук, профессор, заслуженный деятель науки и техники РСФСР."
Эфир от 24.01.2011 Видео Архивная копия от 9 июля 2018 на Wayback Machine,Эфир от двадцать четвёртого января две тысячи одиннадцатого года Видео Архивная копия от 9 июля 2018 на Wayback Machine
Эфир от 29.11.2010 Видео на YouTube,Эфир от двадцать девятого ноября две тысячи десятого года Видео на YouTube
Эфир от 20.05.2011 Видео на YouTube,Эфир от двадцатого мая две тысячи одиннадцатого года Видео на YouTube
Эфир от 14.12.2012 Видео на YouTube,Эфир от четырнадцатого декабря две тысячи двенадцатого года Видео на YouTube
Эфир от 31.12.2019 Видео на YouTube,Эфир от тридцать первого декабря две тысячи девятнадцатого года Видео на YouTube
Эфир от 13.11.2020 Видео на YouTube,Эфир от тринадцатого ноября две тысячи двадцатого года Видео на YouTube
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
24 июня 1923 года дебютировал за сборную Литвы в её первом международном матче против Эстонии (0:5).,24 июня 1923 года дебютировал за сборную Литвы в её первом международном матче против Эстонии (ноль:пять).
В своём единственном матче против сборной Швейцарии Литва уступила со счётом 0:9 и завершила выступление на Олимпиаде.,В своём единственном матче против сборной Швейцарии Литва уступила со счётом ноль:девять и завершила выступление на Олимпиаде.
"Его дебют в сборной состоялся 9 августа 1990 года в матче против сборной Туниса (0:0), а последний матч состоялся 28 января 2006 года против сборной Ливии (0:0).","Его дебют в сборной состоялся 9 августа 1990 года в матче против сборной Туниса (ноль:ноль), а последний матч состоялся 28 января 2006 года против сборной Ливии (ноль:ноль)."
Орден Октябрьской Революции (25.03.1974),Орден Октябрьской Революции (двадцать пятого марта тысяча девятьсот семьдесят четвёртого года)
Герой Узбекистана (25.08.1999),Герой Узбекистана (двадцать пятого августа тысяча девятьсот девяносто девятого года)
Орден «За выдающиеся заслуги» (26.08.1997),Орден «За выдающиеся заслуги» (двадцать шестого августа тысяча девятьсот девяносто седьмого года)
Орден «Дустлик» (08.06.1995),Орден «Дустлик» (восьмого июня тысяча девятьсот девяносто пятого года)
Медаль «Шухрат» (25.08.1994),Медаль «Шухрат» (двадцать пятого августа тысяча девятьсот девяносто четвёртого года)
Орден Ленина (25.02.1991),Орден Ленина (двадцать пятого февраля тысяча девятьсот девяносто первого года)
Орден Дружбы народов (09.06.1980),Орден Дружбы народов (девятого июня тысяча девятьсот восьмидесятого года)
Медаль «За трудовое отличие» (18.03.1959).,Медаль «За трудовое отличие» (восемнадцатого марта тысяча девятьсот пятьдесят девятого года).
"В слаломе, показав по итогам двух попыток время 1:35,59, Бокал заняла 11-е место, а в гигантском слаломе Наташа заняла лишь 20-е место.","В слаломе, показав по итогам двух попыток время один час тридцать пять минуты,59, Бокал заняла 11-е место, а в гигантском слаломе Наташа заняла лишь 20-е место."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"27 сентября 2022 года Борис Моисеев скончался в 02:00 ночи по московскому времени на 69-м году жизни в Москве у себя дома, об этом сообщил его арт-директор Сергей Горох.","27 сентября 2022 года Борис Моисеев скончался в два часа ноль минут ночи по московскому времени на 69-м году жизни в Москве у себя дома, об этом сообщил его арт-директор Сергей Горох."
25.10.1915 был подписан приемочный акт.,двадцать пятого октября тысяча девятьсот пятнадцатого года был подписан приемочный акт.
К 21:30 они достигли заданного района.,К двадцать один час тридцать минут они достигли заданного района.
К 0:30 ночи они закончили постановку мин и направились в Ревель.,К ноль часа тридцать минут ночи они закончили постановку мин и направились в Ревель.
"В частности, 31 мая 1916 года в 2:00 «Победитель», «Новик» и «Гром» вышли в море, в 10:30 прибыли в Люм, где стояла 1-я бригада крейсеров.","В частности, 31 мая 1916 года в два часа ноль минут «Победитель», «Новик» и «Гром» вышли в море, в десять часа тридцать минут прибыли в Люм, где стояла 1-я бригада крейсеров."
Команда одержала две победы на старте турнира (20:6 против «Ласточек» из Ярославля и 20:0 в игре с командой московские «Драконы»).,Команда одержала две победы на старте турнира (двадцать:шесть против «Ласточек» из Ярославля и двадцать:ноль в игре с командой московские «Драконы»).
Команда одержала две победы на старте турнира (50:12 против «Ласточек» из Ярославля и 77:7 в игре с командой московские «Драконы»).,Команда одержала две победы на старте турнира (пятьдесят:двенадцать против «Ласточек» из Ярославля и семьдесят семь:семь в игре с командой московские «Драконы»).
9 июня 2017 года «Сирены» одержали победу над «Московскими Единорогами» со счетом 21:19.,9 июня 2017 года «Сирены» одержали победу над «Московскими Единорогами» со счетом двадцать один час девятнадцать минут.
Игра с «Московскими Вишнями» также завершилась победой «Сирен» (32:6).,Игра с «Московскими Вишнями» также завершилась победой «Сирен» (тридцать два:шесть).
0:45 — финальный счёт игры «Ласточек» против «Cирен» .,ноль часа сорок пять минуты — финальный счёт игры «Ласточек» против «Cирен» .
6:46 «Seagulls» — «Сирены».,шесть часов сорок шесть минуты «Seagulls» — «Сирены».
"Счёт игры 38:12 в пользу ""Московских Сирен"".","Счёт игры тридцать восемь:двенадцать в пользу ""Московских Сирен""."
"Команда смогла одержать две победы: со счётом 39:6 были обыграны ""Нижегородские Белки"" и 26:6 ""Московские Рыси"".","Команда смогла одержать две победы: со счётом тридцать девять:шесть были обыграны ""Нижегородские Белки"" и двадцать шесть:шесть ""Московские Рыси""."
"На следующий день в 1/4 финала ""Сирены"" побеждают ""Московских Единорогов"" со счётом 31:7; в полуфинале одерживают победу над ""Севастопольскими Титанами"" со счётом 33:6.","На следующий день в 1/4 финала ""Сирены"" побеждают ""Московских Единорогов"" со счётом тридцать один:семь; в полуфинале одерживают победу над ""Севастопольскими Титанами"" со счётом тридцать три:шесть."
"В финале ""Сирены"" обыгрывают ""Уральских Саламандр"" 19:0 и становятся победительницами Кубка России по флаг-футболу третий год подряд.","В финале ""Сирены"" обыгрывают ""Уральских Саламандр"" девятнадцать:ноль и становятся победительницами Кубка России по флаг-футболу третий год подряд."
"Выступив против команды ""Феникс Сеченов"", ""Сирены"" одерживают победу 33:0.","Выступив против команды ""Феникс Сеченов"", ""Сирены"" одерживают победу тридцать три:ноль."
"Проигрывают команде ""War Horses"" со счётом 28:0.","Проигрывают команде ""War Horses"" со счётом двадцать восемь:ноль."
"В противостоянии с ""Минскими Ангелами"" уступают 28:12 в первый день турнира, тем не менее демонстрируя качественную игру и волю к победе.","В противостоянии с ""Минскими Ангелами"" уступают двадцать восемь:двенадцать в первый день турнира, тем не менее демонстрируя качественную игру и волю к победе."
Игра завершилась со счётом 60:6 в пользу Сборной Дальнего Востока.,Игра завершилась со счётом шестьдесят:шесть в пользу Сборной Дальнего Востока.
"Следующий матч проходил 9 октября против ""Московских Единорогов"" и был окончен победой ""Единорогов"" со счётом 0:30.","Следующий матч проходил 9 октября против ""Московских Единорогов"" и был окончен победой ""Единорогов"" со счётом ноль часа тридцать минут."
"После сложной игры с будущими победительницами WLAF Сборная Дальнего Востока одержала сравнительно лёгкую победу над ""Феникс Сеченов"" со счётом 48:0.","После сложной игры с будущими победительницами WLAF Сборная Дальнего Востока одержала сравнительно лёгкую победу над ""Феникс Сеченов"" со счётом сорок восемь:ноль."
«Blood for Poppies» — 3:38,«Blood for Poppies» — три часа тридцать восемь минуты
«Blood for Poppies» — 3:38,«Blood for Poppies» — три часа тридцать восемь минуты
«Blood for Poppies» (Heads Down Here We Come Remix) — 4:12,«Blood for Poppies» (Heads Down Here We Come Remix) — четыре часа двенадцать минут
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
31:34),тридцать один:тридцать четыре)
"«Рединг» сыграл первый матч на новом стадионе 22 августа 1998 года, обыграв «Лутон Таун» — 3:0.","«Рединг» сыграл первый матч на новом стадионе 22 августа 1998 года, обыграв «Лутон Таун» — три:ноль."
Орден Святой Анны 2-й степени с мечами (ВП 06.06.1914;,Орден Святой Анны 2-й степени с мечами (ВП шестого июня тысяча девятьсот четырнадцатого года;
ВП 07.05.1916),ВП седьмого мая тысяча девятьсот шестнадцатого года)
Орден Святого Владимира 4-й степени с мечами и бантом (ВП 05.10.1914),Орден Святого Владимира 4-й степени с мечами и бантом (ВП пятого октября тысяча девятьсот четырнадцатого года)
Орден Святой Анны 4-й степени «За храбрость» (ВП 13.04.1915),Орден Святой Анны 4-й степени «За храбрость» (ВП тринадцатого апреля тысяча девятьсот пятнадцатого года)
Георгиевское оружие (ВП 13.10.1916),Георгиевское оружие (ВП тринадцатого октября тысяча девятьсот шестнадцатого года)
Орден Отечественной войны I степени (06.04.1985),Орден Отечественной войны I степени (шестого апреля тысяча девятьсот восемьдесят пятого года)
Орден Красной Звезды (06.11.1947),Орден Красной Звезды (шестого ноября тысяча девятьсот сорок седьмого года)
Орден «Знак Почёта» (27.12.1957),Орден «Знак Почёта» (двадцать седьмого декабря тысяча девятьсот пятьдесят седьмого года)
Орден Красной Звезды (24.02.1946),Орден Красной Звезды (двадцать четвёртого февраля тысяча девятьсот сорок шестого года)
Медаль «За оборону Кавказа» (01.05.1944),Медаль «За оборону Кавказа» (первого мая тысяча девятьсот сорок четвёртого года)
"Раса гномов хаоса была анонсирована 14.03.2023, релиз произошёл 13.04.2023.","Раса гномов хаоса была анонсирована четырнадцатого марта две тысячи двадцать третьего года, релиз произошёл тринадцатого апреля две тысячи двадцать третьего года."
"С 20 декабря 2004 года, в соответствии с Законом Белгородской области от 20.12.2004 № 159/Ст.","С 20 декабря 2004 года, в соответствии с Законом Белгородской области от двадцатого декабря две тысячи четвёртого года № 159/Ст."
"12, село Алексеевка — административный центр Алексеевского сельского поселения Корочанского района, в границах которого также находятся сёла Замостье, Мазикино и Сафоновка, хутора Кошмановка и Сороковка.","12, село Алексеевка — административный центр Алексеевского сельского поселения Корочанского района, в границах которого также находятся сёла Замостье, Мазикино и Сафоновка, хутора Кошмановка и Сороковка."
орден Трудового Красного Знамени (22.08.1986),орден Трудового Красного Знамени (двадцать второго августа тысяча девятьсот восемьдесят шестого года)
медаль «За трудовую доблесть» (05.10.1960),медаль «За трудовую доблесть» (пятого октября тысяча девятьсот шестидесятого года)
Заслуженный артист РСФСР (22.06.1979),Заслуженный артист РСФСР (двадцать второго июня тысяча девятьсот семьдесят девятого года)
В тот же день похоронен на Хованском (Центральном) кладбище Москвы (участок № 3) рядом с матерью Екатериной Анисимовной Лобановой (20.11.1903 — 12.01.1988).,В тот же день похоронен на Хованском (Центральном) кладбище Москвы (участок № 3) рядом с матерью Екатериной Анисимовной Лобановой (двадцатого ноября тысяча девятьсот третьего года — двенадцатого января тысяча девятьсот восемьдесят восьмого года).
"Этот период отмечен вхождением в состав особой тройки, созданной по приказу НКВД СССР от 30.07.1937 № 00447 и активным участием в сталинских репрессиях.","Этот период отмечен вхождением в состав особой тройки, созданной по приказу НКВД СССР от тридцатого июля тысяча девятьсот тридцать седьмого года № 00447 и активным участием в сталинских репрессиях."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Нурпеисов, Кайрат Айтмухамбетович (21.09.1957, с. Галкино, Щербактинский р-н, Павлодарская обл.) — казахстанский общественный и политический деятель, руководитель Аппарата Сената Парламента, аким Павлодарской области (2003—2008).","Нурпеисов, Кайрат Айтмухамбетович (двадцать первого сентября тысяча девятьсот пятьдесят седьмого года, с. Галкино, Щербактинский р-н, Павлодарская обл.) — казахстанский общественный и политический деятель, руководитель Аппарата Сената Парламента, аким Павлодарской области (две тысячи третий—две тысячи восьмой)."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"В первом сезоне с новым клубом провёл 25 матчей и забил 9 голов в чемпионате Болгарии, который его команда выирала, а также сделал дубль в финале Кубка Болгарии (2:1), в котором был признан «игроком матча».","В первом сезоне с новым клубом провёл 25 матчей и забил 9 голов в чемпионате Болгарии, который его команда выирала, а также сделал дубль в финале Кубка Болгарии (два:один), в котором был признан «игроком матча»."
"25 марта 2016 года Марселиньо дебютировал за сборную Болгарии, выйдя в стартовом составе на товарищеский матч со сборной Португалии (1:0), в котором стал автором единственного гола.","25 марта 2016 года Марселиньо дебютировал за сборную Болгарии, выйдя в стартовом составе на товарищеский матч со сборной Португалии (один:ноль), в котором стал автором единственного гола."
"Был награждён орденом Ленина, пятью орденами Красного Знамени, орденами Кутузова 1-й степени (31.05.1945), Суворова 2-й степени и Красной Звезды, а также рядом медалей и иностранными наградами.","Был награждён орденом Ленина, пятью орденами Красного Знамени, орденами Кутузова 1-й степени (тридцать первого мая тысяча девятьсот сорок пятого года), Суворова 2-й степени и Красной Звезды, а также рядом медалей и иностранными наградами."
"В ж-ле «Скепсис», на сайте РГИУ (недоступная ссылка)  (недоступная ссылка с 16-05-2013 [3998 дней]) (Zip-файл)","В ж-ле «Скепсис», на сайте РГИУ (недоступная ссылка)  (недоступная ссылка с от шестнадцати до пяти-2013 [3998 дней]) (Zip-файл)"
Со Спинозой в башке и с наганом — в руке  (недоступная ссылка с 16-05-2013 [3998 дней] — история),Со Спинозой в башке и с наганом — в руке  (недоступная ссылка с от шестнадцати до пяти-2013 [3998 дней] — история)
Русский Гуманитарный интернет-университет  (недоступная ссылка с 16-05-2013 [3998 дней] — история),Русский Гуманитарный интернет-университет  (недоступная ссылка с от шестнадцати до пяти-2013 [3998 дней] — история)
"В операционную систему встроены средства криптографической защиты информации, поддерживающие российские ГОСТ 28147-89, ГОСТ Р 34.12-2015, ГОСТ Р 34.13-2015, и поддержка разных криптопровайдеров.","В операционную систему встроены средства криптографической защиты информации, поддерживающие российские ГОСТ от двадцати восьми тысяч сто сорока семи до восьмидесяти девяти ГОСТ Р 34.от двенадцати до двух тысячи пятнадцати ГОСТ Р 34.от тринадцати до двух тысячи пятнадцати и поддержка разных криптопровайдеров."
«Лилль» — «Лаваль» — 5:3,«Лилль» — «Лаваль» — пять:три
«Мец» — «Лилль» — 4:4,«Мец» — «Лилль» — четыре:четыре
«Париж» — «Монако» — 1:7,«Париж» — «Монако» — один:семь
«Париж» — «Монако» — 1:7,«Париж» — «Монако» — один:семь
«Монако» — «Бастия» — 6:0,«Монако» — «Бастия» — шесть:ноль
«Сент-Этьен» — «Париж» — 6:0,«Сент-Этьен» — «Париж» — шесть:ноль
«Страсбур» — «Анже» — 6:0,«Страсбур» — «Анже» — шесть:ноль
"Он был участником первого официального матча команды 14 апреля 1901 года против клуба «Медиоланум», завершившегося со счётом 2:0 в пользу «Милана».","Он был участником первого официального матча команды 14 апреля 1901 года против клуба «Медиоланум», завершившегося со счётом два:ноль в пользу «Милана»."
"А приказом Управления государственной охраны объектов культурного наследия Свердловской области № 363 от 25.10.2017 здание вошло в Перечень выявленных объектов культурного наследия, расположенных на территории Свердловской области.","А приказом Управления государственной охраны объектов культурного наследия Свердловской области № 363 от двадцать пятого октября две тысячи семнадцатого года здание вошло в Перечень выявленных объектов культурного наследия, расположенных на территории Свердловской области."
Мадридский «Реал» обыграл леверкузенский «Байер» со счётом 2:1.,Мадридский «Реал» обыграл леверкузенский «Байер» со счётом два:один.
Арестована 29.12.1937 Расстреляна 15.03.1938 на полигоне Коммунарка Московской обл.,Арестована двадцать девятого декабря тысяча девятьсот тридцать седьмого года Расстреляна пятнадцатого марта тысяча девятьсот тридцать восьмого года на полигоне Коммунарка Московской обл.
Реабилитирована 01.10.1955 ВКВС СССР.,Реабилитирована первого октября тысяча девятьсот пятьдесят пятого года ВКВС СССР.
Постановлением Совета Министров СССР № 2349—1118сс от 23.11.1954 лишён звания генерал-лейтенант «как дискредитировавший себя за время работы в органах госбезопасности и недостойный в связи с этим высокого звания генерала».,Постановлением Совета Министров СССР № от двух тысячи трёхсот сорока девяти до тысячи сто восемнадцатисс от двадцать третьего ноября тысяча девятьсот пятьдесят четвёртого года лишён звания генерал-лейтенант «как дискредитировавший себя за время работы в органах госбезопасности и недостойный в связи с этим высокого звания генерала».
24.11.1950),двадцать четвёртого ноября тысяча девятьсот пятидесятого года)
Смещение применяемого времени относительно UTC составляет +4:00.,Смещение применяемого времени относительно UTC составляет +четыре часа ноль минут.
Законом Удмуртской Республики от 30.04.2021 № 41-РЗ упразднено в связи с преобразованием муниципального района в муниципальный округ.,Законом Удмуртской Республики от тридцатого апреля две тысячи двадцать первого года № 41-РЗ упразднено в связи с преобразованием муниципального района в муниципальный округ.
Смещение применяемого времени относительно UTC составляет +4:00.,Смещение применяемого времени относительно UTC составляет +четыре часа ноль минут.
По сообщению от 05.08.2014 комплекс «Пантера Плюс» введён в эксплуатацию.,По сообщению от пятого августа две тысячи четырнадцатого года комплекс «Пантера Плюс» введён в эксплуатацию.
"03.12.1909 — 30.05.1911 — контр-адмирал, с 1910 вице-адмирал Эссен Николай Оттович.","третьего декабря тысяча девятьсот девятого года — тридцатого мая тысяча девятьсот одиннадцатого года — контр-адмирал, с 1910 вице-адмирал Эссен Николай Оттович."
"30.05.1911 — 17.07.1914 — вице-адмирал, с 1913 адмирал Эссен Николай Оттович.","тридцатого мая тысяча девятьсот одиннадцатого года — семнадцатого июля тысяча девятьсот четырнадцатого года — вице-адмирал, с 1913 адмирал Эссен Николай Оттович."
