q,a
Косоногов Александр Петрович [Текст] : [бывший директор Воронеж. тепловозоремонт.,Косоногов Александр Петрович [Текст] : [бывший директор Воронеж. тепловозоремонт.
з-да Александр Петрович Косоногов (26.02.1926—01.06.2011): некролог] // Коммуна.,з-да Александр Петрович Косоногов (двадцать шестого февраля тысяча девятьсот двадцать шестого года—первого июня две тысячи одиннадцатого года): некролог] // Коммуна.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"В дальнейшем Симона - победитель (25.03.2006, Дизентис),  обладатель трёх серебряных и трёх бронзовых наград.","В дальнейшем Симона - победитель (двадцать пятого марта две тысячи шестого года, Дизентис),  обладатель трёх серебряных и трёх бронзовых наград."
По приказу контр-адмирала Людвига фон Ройтера 21 июня 1919 года в 10.30 экипаж открыл кингстоны и в 14:00 корабль затонул.,По приказу контр-адмирала Людвига фон Ройтера 21 июня 1919 года в 10.30 экипаж открыл кингстоны и в четырнадцать часов ноль минут корабль затонул.
"Алекса́ндр Петро́вич Хрущёв, или Хрущо́в (1806—1875) — русский военный и государственный деятель, генерал от инфантерии (30.08.1869), генерал-адъютант (26.11.1869).","Алекса́ндр Петро́вич Хрущёв, или Хрущо́в (тысяча восемьсот шестой—тысяча восемьсот семьдесят пятый) — русский военный и государственный деятель, генерал от инфантерии (тридцатого августа тысяча восемьсот шестьдесят девятого года), генерал-адъютант (двадцать шестого ноября тысяча восемьсот шестьдесят девятого года)."
Орден Святого Станислава 3-й степени (12.12.1835),Орден Святого Станислава 3-й степени (двенадцатого декабря тысяча восемьсот тридцать пятого года)
Орден Святой Анны 3-й степени (03.04.1838),Орден Святой Анны 3-й степени (третьего апреля тысяча восемьсот тридцать восьмого года)
Орден Святого Владимира 4-й степени (10.11.1842),Орден Святого Владимира 4-й степени (десятого ноября тысяча восемьсот сорок второго года)
Орден Святого Георгия 4-й степени (26.11.1851),Орден Святого Георгия 4-й степени (двадцать шестого ноября тысяча восемьсот пятьдесят первого года)
Орден Святой Анны 1-й степени с мечами (25.02.1855),Орден Святой Анны 1-й степени с мечами (двадцать пятого февраля тысяча восемьсот пятьдесят пятого года)
"Золотая сабля с надписью ""За храбрость"", украшенная алмазами (30.09.1855)","Золотая сабля с надписью ""За храбрость"", украшенная алмазами (тридцатого сентября тысяча восемьсот пятьдесят пятого года)"
Орден Святого Георгия 3-й степени (14.05.1856),Орден Святого Георгия 3-й степени (четырнадцатого мая тысяча восемьсот пятьдесят шестого года)
Императорская корона к ордену Святой Анны 1-й степени (12.04.1859),Императорская корона к ордену Святой Анны 1-й степени (двенадцатого апреля тысяча восемьсот пятьдесят девятого года)
Орден Святого Владимира 2-й степени (16.05.1862),Орден Святого Владимира 2-й степени (шестнадцатого мая тысяча восемьсот шестьдесят второго года)
Орден Белого орла (22.04.1864),Орден Белого орла (двадцать второго апреля тысяча восемьсот шестьдесят четвёртого года)
Орден Святого Александра Невского (31.03.1868),Орден Святого Александра Невского (тридцать первого марта тысяча восемьсот шестьдесят восьмого года)
Алмазные знаки к ордену Святого Александра Невского (16.04.1872),Алмазные знаки к ордену Святого Александра Невского (шестнадцатого апреля тысяча восемьсот семьдесят второго года)
"Прямоугольное зелёное полотнище с отношением ширины к длине 2:3, несущее вдоль верхнего края полосу шириной в 1/3 ширины полотнища в виде красной стены с жёлтыми швами кладки и со смещённой от древка аркой, а на основной, зелёной части полотнища — извилистую белую полосу, расширяющуюся от арки к нижнему углу полотнища у древка.","Прямоугольное зелёное полотнище с отношением ширины к длине два:три, несущее вдоль верхнего края полосу шириной в 1/3 ширины полотнища в виде красной стены с жёлтыми швами кладки и со смещённой от древка аркой, а на основной, зелёной части полотнища — извилистую белую полосу, расширяющуюся от арки к нижнему углу полотнища у древка."
— 674 с. — ISBN 13:978-007710775-8.,— 674 с. — ISBN тринадцать:девятьсот семьдесят восемь-от семи миллионов семисот десяти тысяч семисот семидесяти пяти до восьми
"26 февраля 2012 года Элвис дебютировал в основном составе «Фейеноорда» в выездном матче против ПСВ (2:3), выйдя на замену вместо Джерсона Кабрала.","26 февраля 2012 года Элвис дебютировал в основном составе «Фейеноорда» в выездном матче против ПСВ (два:три), выйдя на замену вместо Джерсона Кабрала."
"Дебютировал 3 сентября 2012 года в матче против «Фортуны» (Ситтард) (3:0), записав на свой счёт голевую передачу.","Дебютировал 3 сентября 2012 года в матче против «Фортуны» (Ситтард) (три:ноль), записав на свой счёт голевую передачу."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
23 октября 2022 года в матче против клуба «Астана» дебютировал в казахстанской Премьер-лиге (1:5).,23 октября 2022 года в матче против клуба «Астана» дебютировал в казахстанской Премьер-лиге (один:пять).
13 ноября 2019 года дебютировал за сборную Казахстана до 17 лет в матче против сборной Германии до 17 лет (0:5).,13 ноября 2019 года дебютировал за сборную Казахстана до 17 лет в матче против сборной Германии до 17 лет (ноль:пять).
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
В течение 2012—2015 годов рубль Приднестровской Молдавской Республики неожиданно оказался самой крепкой денежной единицей (пусть и непризнанной) на территории всего постсоветского пространства (официальные обменные курсы ПРБ доллара США к рублю ПМР: на 23.03.2015 — 11 рублей 10 копеек ПМР за 1 доллар США; на 20.01.2012 — 11 рублей 10 копеек ПМР за 1 доллар США).,В течение с две тысячи двенадцатого по две тысячи пятнадцатый годов рубль Приднестровской Молдавской Республики неожиданно оказался самой крепкой денежной единицей (пусть и непризнанной) на территории всего постсоветского пространства (официальные обменные курсы ПРБ доллара США к рублю ПМР: на двадцать третьего марта две тысячи пятнадцатого года — 11 рублей 10 копеек ПМР за 1 доллар США; на двадцатого января две тысячи двенадцатого года — 11 рублей 10 копеек ПМР за 1 доллар США).
Орден Ленина (17.11.1943),Орден Ленина (семнадцатого ноября тысяча девятьсот сорок третьего года)
Орден Красной Звезды(02.08.1943),Орден Красной Звезды(второго августа тысяча девятьсот сорок третьего года)
Орден Красной Звезды(01.10.1943),Орден Красной Звезды(первого октября тысяча девятьсот сорок третьего года)
"Авария произошла 10 января 2015 года в 15:35 по местному времени, на трассе недалеко от немецкого города Порта-Вестфалика.","Авария произошла 10 января 2015 года в пятнадцать часов тридцать пять минуты по местному времени, на трассе недалеко от немецкого города Порта-Вестфалика."
1:17) .,один час семнадцать минут) .
"Теперь, как город, так и область расположены в часовом поясе UTC+5:00.","Теперь, как город, так и область расположены в часовом поясе UTC+пять часов ноль минут."
"Тасбулатов, Кунакбай	28.09.1954-20.07.1961","Тасбулатов, Кунакбай	двадцать восьмого сентября тысяча девятьсот пятьдесят четвёртого года-двадцатого июля тысяча девятьсот шестьдесят первого года"
"Шевченко, Александра Тимофеевна	20.07.1961-21.11.1963","Шевченко, Александра Тимофеевна	двадцатого июля тысяча девятьсот шестьдесят первого года-двадцать первого ноября тысяча девятьсот шестьдесят третьего года"
"Шевцов, Александр Иннокентьевич	11.1963-29.04.1970","Шевцов, Александр Иннокентьевич	11.1963-двадцать девятого апреля тысяча девятьсот семидесятого года"
"Ковалёв, Владимир Георгиевич 15.06.1970-03.08.1978","Ковалёв, Владимир Георгиевич пятнадцатого июня тысяча девятьсот семидесятого года-третьего августа тысяча девятьсот семьдесят восьмого года"
"Калиев, Идрис Калиевич	20.09.1978-29.11.1982","Калиев, Идрис Калиевич	двадцатого сентября тысяча девятьсот семьдесят восьмого года-двадцать девятого ноября тысяча девятьсот восемьдесят второго года"
"Айдосов, Абылай Хангереевич	29.11.1982-24.10.1985","Айдосов, Абылай Хангереевич	двадцать девятого ноября тысяча девятьсот восемьдесят второго года-двадцать четвёртого октября тысяча девятьсот восемьдесят пятого года"
"Туровский, Эдуард Иванович	17.12.1985-31.05.1988","Туровский, Эдуард Иванович	семнадцатого декабря тысяча девятьсот восемьдесят пятого года-тридцать первого мая тысяча девятьсот восемьдесят восьмого года"
"Долгих, Владимир Алексеевич	01.06.1988-15.12.1991","Долгих, Владимир Алексеевич	первого июня тысяча девятьсот восемьдесят восьмого года-пятнадцатого декабря тысяча девятьсот девяносто первого года"
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"старший лейтенант, 24.01.1936;","старший лейтенант, двадцать четвёртого января тысяча девятьсот тридцать шестого года;"
"капитан, 17.04.1938;","капитан, семнадцатого апреля тысяча девятьсот тридцать восьмого года;"
"майор, 28.03.1939;","майор, двадцать восьмого марта тысяча девятьсот тридцать девятого года;"
"майор государственной безопасности, 04.02.1939 (?);","майор государственной безопасности, четвёртого февраля тысяча девятьсот тридцать девятого года (?);"
"старший майор государственной безопасности, 19.07.1941;","старший майор государственной безопасности, девятнадцатого июля тысяча девятьсот сорок первого года;"
"3 ордена Красного Знамени, 26.04.1940, 1944, 1951;","3 ордена Красного Знамени, двадцать шестого апреля тысяча девятьсот сорокового года, 1944, 1951;"
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Stalin’s Rope Roads фоторепортаж из Чиатуры // theatlantic.com, 20.08.2013","Stalin’s Rope Roads фоторепортаж из Чиатуры // theatlantic.com, двадцатого августа две тысячи тринадцатого года"
По итогу сезона 2021 команда заняла 13 место и волевая победа над «Ислочью» (4:0) спасла «Энергетик-БГУ» от вылета в стыковые матчи.,По итогу сезона 2021 команда заняла 13 место и волевая победа над «Ислочью» (четыре:ноль) спасла «Энергетик-БГУ» от вылета в стыковые матчи.
"Жена (с 7 февраля 1910) — Зинаида Андреевна Искрицкая (26.05.1878, Чернигов, — 29.07.1947, Париж), сестра Михаила Искрицкого, первым браком (08.04.1901, СПб) за Иваном Петровичем Шаховским, сыном П. И. Шаховского, с ним разведена.","Жена (с 7 февраля 1910) — Зинаида Андреевна Искрицкая (двадцать шестого мая тысяча восемьсот семьдесят восьмого года, Чернигов, — двадцать девятого июля тысяча девятьсот сорок седьмого года, Париж), сестра Михаила Искрицкого, первым браком (восьмого апреля тысяча девятьсот первого года, СПб) за Иваном Петровичем Шаховским, сыном П. И. Шаховского, с ним разведена."
Огляд книги «Як музика стала вільною» : [арх. 31.12.2017] // Друг читача.,Огляд книги «Як музика стала вільною» : [арх. тридцать первого декабря две тысячи семнадцатого года] // Друг читача.
—,—
Дата обращения: 01.01.2018.,Дата обращения: первого января две тысячи восемнадцатого года.
Цифрова революція та перемога піратства (рецензія) : [арх. 31.12.2017] // Критика.,Цифрова революція та перемога піратства (рецензія) : [арх. тридцать первого декабря две тысячи семнадцатого года] // Критика.
—,—
Дата обращения: 01.01.2018.,Дата обращения: первого января две тысячи восемнадцатого года.
Як музика стала вільною: дискусія про піратство : [арх. 01.01.2017] // Телекритика.,Як музика стала вільною: дискусія про піратство : [арх. первого января две тысячи семнадцатого года] // Телекритика.
—,—
Дата обращения: 01.01.2017.,Дата обращения: первого января две тысячи семнадцатого года.
Як музика стала вільною – історія піратства в іменах : [арх. 01.01.2017] // LiRoom.,Як музика стала вільною – історія піратства в іменах : [арх. первого января две тысячи семнадцатого года] // LiRoom.
—,—
Дата обращения: 01.01.2017.,Дата обращения: первого января две тысячи семнадцатого года.
"Дебютировал за команду в игре против сборной Финляндии (1:4), на прошедшем в Лаппенранте (Финляндия) первом розыгрыше Суперкубка Европы.","Дебютировал за команду в игре против сборной Финляндии (один:четыре), на прошедшем в Лаппенранте (Финляндия) первом розыгрыше Суперкубка Европы."
полковник (с 27.03.1866 генерал-майор) Пётр Иванович Мезенцов (1864—1871).,полковник (с двадцать седьмого марта тысяча восемьсот шестьдесят шестого года генерал-майор) Пётр Иванович Мезенцов (тысяча восемьсот шестьдесят четвёртый—тысяча восемьсот семьдесят первый).
"В 1867 вышла замуж за действительного статского советника, камергера, члена Государственного Совета Петра Степановича Шиловского (15.03.1827 —?) и оставила сцену.","В 1867 вышла замуж за действительного статского советника, камергера, члена Государственного Совета Петра Степановича Шиловского (пятнадцатого марта тысяча восемьсот двадцать седьмого года —?) и оставила сцену."
Клеоник Петрович Шиловский (19.02.1861 —?),Клеоник Петрович Шиловский (девятнадцатого февраля тысяча восемьсот шестьдесят первого года —?)
Валентин Петрович Шиловский (26.12.1863 —?),Валентин Петрович Шиловский (двадцать шестого декабря тысяча восемьсот шестьдесят третьего года —?)
Степан Петрович Шиловский (27.08.1867—1884),Степан Петрович Шиловский (двадцать седьмого августа тысяча восемьсот шестьдесят седьмого года—1884)
Елизавета Петровна Шиловская (27.08.1867 —?),Елизавета Петровна Шиловская (двадцать седьмого августа тысяча восемьсот шестьдесят седьмого года —?)
Петр Петрович Шиловский (12.09.1871—03.05.1957),Петр Петрович Шиловский (двенадцатого сентября тысяча восемьсот семьдесят первого года—третьего мая тысяча девятьсот пятьдесят седьмого года)
Балетные знаменитости и национальные танцы» (недоступная ссылка с 22-03-2015 [3320 дней]),Балетные знаменитости и национальные танцы» (недоступная ссылка с от двадцати двух до трёх-2015 [3320 дней])
http://www.bbc.com/russian/multimedia/2012/04/120418_gagarinland_uk.shtml,http://www.bbc.com/russian/multimedia/20двенадцатого апреля тысяча двести четвёртого года18_gagarinland_uk.shtml
https://baikal24.ru/text/12-04-2021/027/,https://baikal24.ru/text/от двенадцати до четырёх-2021/027/
Рядом находится могила его жены — Елены Васильевны Померанцевой (ум. 21.11.1882).,Рядом находится могила его жены — Елены Васильевны Померанцевой (ум. двадцать первого ноября тысяча восемьсот восемьдесят второго года).
Соотношение партий 50:30.,Соотношение партий пятьдесят:тридцать.
"Групповой этап — Китай 3:1, Бразилия 0:3, Швейцария 3:0.","Групповой этап — Китай три:один, Бразилия ноль:три, Швейцария три:ноль."
Полуфинал — Италия 3:2.,Полуфинал — Италия три:два.
Финал — Бразилия 0:3.,Финал — Бразилия ноль:три.
"Групповой этап — Япония 3:0, Куба 3:0.","Групповой этап — Япония три:ноль, Куба три:ноль."
Полуфинал — Доминиканская Республика 3:0.,Полуфинал — Доминиканская Республика три:ноль.
Финал — Италия 3:1.,Финал — Италия три:один.
"О’Салливан сохранил этот статус в четвёртый раз подряд, обыграв чемпиона мира 2023 года Луку Бреселя в финальной игре со счётом 11:9.","О’Салливан сохранил этот статус в четвёртый раз подряд, обыграв чемпиона мира 2023 года Луку Бреселя в финальной игре со счётом одиннадцать:девять."
"Двукратный победитель турнира Дин Цзюньхуэй одержал победу над своим соотечественником, полуфиналистом Чемпионата мира 2023 года Сы Цзяхоем со счётом 6:2.","Двукратный победитель турнира Дин Цзюньхуэй одержал победу над своим соотечественником, полуфиналистом Чемпионата мира 2023 года Сы Цзяхоем со счётом шесть:два."
"Джон Хиггинс разгромил китайского игрока Дэй Хаохуэя со счётом 6:0, сделав за игру два сенчури-брейка, один из которых стал 950-м по счёту в его карьере.","Джон Хиггинс разгромил китайского игрока Дэй Хаохуэя со счётом шесть:ноль, сделав за игру два сенчури-брейка, один из которых стал 950-м по счёту в его карьере."
"Хоссейн Вафаей победил китайского игрока Гон Чена со счётом 6:1, сделав за игру три сенчури-брейка.","Хоссейн Вафаей победил китайского игрока Гон Чена со счётом шесть:один, сделав за игру три сенчури-брейка."
"Джек Лисовски одержал победу над Чжоу Юэлуном в решающем фрейме, завершив игру со счётом 6:5.","Джек Лисовски одержал победу над Чжоу Юэлуном в решающем фрейме, завершив игру со счётом шесть:пять."
Марк Уильямс и Роберт Милкинс обыграли со счётом 6:1 своих китайских соперников Пан Цзюньсуя и Бай Юлу соответственно.,Марк Уильямс и Роберт Милкинс обыграли со счётом шесть:один своих китайских соперников Пан Цзюньсуя и Бай Юлу соответственно.
"Действующий чемпион турнира Ронни О’Салливан сыграл свою первую игру в сезоне против Али Картера, одержав над ним победу со счётом 6:3.","Действующий чемпион турнира Ронни О’Салливан сыграл свою первую игру в сезоне против Али Картера, одержав над ним победу со счётом шесть:три."
Марк Селби и Джадд Трамп со счётом 6:5 одержали свои победы в решающих фреймах над Хоссейном Вафаей и Джеком Лисовски соответственно.,Марк Селби и Джадд Трамп со счётом шесть:пять одержали свои победы в решающих фреймах над Хоссейном Вафаей и Джеком Лисовски соответственно.
"Нил Робертсон, проигрывая Дину Цзюньхуэю со счётом 3:5, выиграл три фрейма подряд с брейками в 72, 71 и 65 очков, чем обеспечил себе победу в поединке.","Нил Робертсон, проигрывая Дину Цзюньхуэю со счётом три:пять, выиграл три фрейма подряд с брейками в 72, 71 и 65 очков, чем обеспечил себе победу в поединке."
"Фань Чжэнъи со счётом 6:3 нанёс поражение топу-3 мирового рейтинга Марку Аллену, сделавшему в первом фрейме сенчури-брейк в 135 очков.","Фань Чжэнъи со счётом шесть:три нанёс поражение топу-3 мирового рейтинга Марку Аллену, сделавшему в первом фрейме сенчури-брейк в 135 очков."
"Проигрывая со счётом 2:5 Хиггинсу, О’Салливан совершил камбэк, выиграв 4 фрейма подряд.","Проигрывая со счётом два:пять Хиггинсу, О’Салливан совершил камбэк, выиграв 4 фрейма подряд."
Встреча Селби и Трампа закончилась со счётом 6:1 в пользу Селби.,Встреча Селби и Трампа закончилась со счётом шесть:один в пользу Селби.
"Бресель, уступив в первых двух фреймах, одержал победу над Милкинсом со счётом 6:3, взяв шесть из семи последующих фреймов.","Бресель, уступив в первых двух фреймах, одержал победу над Милкинсом со счётом шесть:три, взяв шесть из семи последующих фреймов."
В первой игре полуфинала Ронни О’Салливан одержал победу над Марком Селби со счётом 10:7.,В первой игре полуфинала Ронни О’Салливан одержал победу над Марком Селби со счётом десять:семь.
"Во второй игре полуфинала, начавшейся со фрейма продолжительностью 43 минуты, Лука Бресель обыграл Нила Робертсона со счётом 10:7.","Во второй игре полуфинала, начавшейся со фрейма продолжительностью 43 минуты, Лука Бресель обыграл Нила Робертсона со счётом десять:семь."
"В первой сессии было сыграно 10 фреймов, на перерыв соперники ушли со счётом 6:4.","В первой сессии было сыграно 10 фреймов, на перерыв соперники ушли со счётом шесть:четыре."
"Во второй сессии было сыграно ещё 10 фреймов, по итогам которых О’Салливан одержал свою очередную победу на данном турнире, завершив игру со счётом 11:9.","Во второй сессии было сыграно ещё 10 фреймов, по итогам которых О’Салливан одержал свою очередную победу на данном турнире, завершив игру со счётом одиннадцать:девять."
"Свой космический полёт 26-летняя Терешкова совершила в воскресенье 16 июня 1963 года на космическом корабле «Восток-6» в 09:29 утра, он продолжался почти трое суток, приземление — в среду, 19 июня в Алтайском крае в 06:28.","Свой космический полёт 26-летняя Терешкова совершила в воскресенье 16 июня 1963 года на космическом корабле «Восток-6» в девять часов двадцать девять минуты утра, он продолжался почти трое суток, приземление — в среду, 19 июня в Алтайском крае в шесть часов двадцать восемь минуты."
"Ставшими вторыми в НХА монреальцы в первой игре с лидерами, «Торонто Блюшёртс» смогли одержать победу 2:0, но в следующей игре потерпели поражение 0:6.","Ставшими вторыми в НХА монреальцы в первой игре с лидерами, «Торонто Блюшёртс» смогли одержать победу два:ноль, но в следующей игре потерпели поражение ноль:шесть."
"В 1916 году «Монреаль» уверенно выиграл Кубок О’Брайена, вручавшийся лучшей команде НХА по итогам сезона, а в поединках за Кубок Стэнли переиграли победителя ХАТП «Портленд Роузбадс» (0:2, 2:1, 6:3, 5:6, 2:1).","В 1916 году «Монреаль» уверенно выиграл Кубок О’Брайена, вручавшийся лучшей команде НХА по итогам сезона, а в поединках за Кубок Стэнли переиграли победителя ХАТП «Портленд Роузбадс» (ноль:два, два:один, шесть:три, пять:шесть, два:один)."
"Однако в серии матчей за Кубок Стэнли, монреальцы были неожиданно обыграны победителем ХАТП «Сиэтл Метрополитенс» (8:4, 1:6, 1:4, 1:9).","Однако в серии матчей за Кубок Стэнли, монреальцы были неожиданно обыграны победителем ХАТП «Сиэтл Метрополитенс» (восемь:четыре, один:шесть, один:четыре, один:девять)."
"Ещё один рекорд в том же сезоне установил Жорж Везина — 18 февраля 1918 года в поединке с «Торонто» (9:0) он стал первым вратарем в истории мирового хоккея, не пропустившим за матч ни одной шайбы, что при тогдашних хоккейных реалиях было практически невозможно.","Ещё один рекорд в том же сезоне установил Жорж Везина — 18 февраля 1918 года в поединке с «Торонто» (девять:ноль) он стал первым вратарем в истории мирового хоккея, не пропустившим за матч ни одной шайбы, что при тогдашних хоккейных реалиях было практически невозможно."
"Так, «Канадиенс» омолодили и существенно усилили состав команды, и в результате в 1924 году после восьмилетнего перерыва они становятся лучшим хоккейным коллективом Северной Америки, обыграв в матчах за Кубок О’Брайена «Оттаву» (1:0, 4:2), а в схватках за Кубок Стэнли — две лучшие команды лиг Тихоокеанского побережья «Ванкувер Марунз» и «Калгари Тайгерз».","Так, «Канадиенс» омолодили и существенно усилили состав команды, и в результате в 1924 году после восьмилетнего перерыва они становятся лучшим хоккейным коллективом Северной Америки, обыграв в матчах за Кубок О’Брайена «Оттаву» (один:ноль, четыре:два), а в схватках за Кубок Стэнли — две лучшие команды лиг Тихоокеанского побережья «Ванкувер Марунз» и «Калгари Тайгерз»."
"В 1925 монреальцы снова стали лучшей командой НХЛ, однако уступили Кубок Стэнли клубу ХАТП «Виктория Кугарз» (будущий «Детройт Ред Уингз») — 2:5, 1:3, 4:2, 1:6.","В 1925 монреальцы снова стали лучшей командой НХЛ, однако уступили Кубок Стэнли клубу ХАТП «Виктория Кугарз» (будущий «Детройт Ред Уингз») — два:пять, один:три, четыре:два, один:шесть."
"Заняв в дивизионе второе место, в четвертьфинале и полуфинале «Канадиенс» в упорной борьбе смогли пройти «Чикаго Блэк Хокс» (1:0, 2:2) и «Нью-Йорк Рейнджерс» (1:0, 2:0).","Заняв в дивизионе второе место, в четвертьфинале и полуфинале «Канадиенс» в упорной борьбе смогли пройти «Чикаго Блэк Хокс» (один:ноль, два:два) и «Нью-Йорк Рейнджерс» (один:ноль, два:ноль)."
"В финале же монреальцы победили действовавшего обладателя Кубка Стэнли и лучшую команду регулярного первенства «Бостон Брюинз» (3:0, 4:3).","В финале же монреальцы победили действовавшего обладателя Кубка Стэнли и лучшую команду регулярного первенства «Бостон Брюинз» (три:ноль, четыре:три)."
«Канадиенс» проиграли ту встречу со счётом 5:6.,«Канадиенс» проиграли ту встречу со счётом пять:шесть.
4:1 в серии и Кубок вновь достаётся хоккеистам «Канадиенс».,четыре:один в серии и Кубок вновь достаётся хоккеистам «Канадиенс».
Но «Канадиенс» выиграли серию всухую — 4:0.,Но «Канадиенс» выиграли серию всухую — четыре:ноль.
"Матч прошёл в упорной борьбе и закончился боевой ничьей — 3:3, причём «Канадиенс» вели 3:1, но москвичи сумели забросить 2 ответные шайбы и, благодаря игре голкипера Владислава Третьяка, свести матч к ничьей.","Матч прошёл в упорной борьбе и закончился боевой ничьей — три:три, причём «Канадиенс» вели три:один, но москвичи сумели забросить 2 ответные шайбы и, благодаря игре голкипера Владислава Третьяка, свести матч к ничьей."
"«Канадиенс», в составе которых в последние 2 сезона раскрылась целая плеяда молодых талантливых хоккеистов: Ивон Ламберт, Дуг Райсборо, Дуг Джарвис, Марио Трамбле, были на взлёте, что и доказали в розыгрыше Кубка Стэнли, где уступили в трёх сериях всего 1 матч, причём действующий чемпион «Филадельфия» в финальной серии был обыгран со счётом 4:0 в пользу «Канадиенс».","«Канадиенс», в составе которых в последние 2 сезона раскрылась целая плеяда молодых талантливых хоккеистов: Ивон Ламберт, Дуг Райсборо, Дуг Джарвис, Марио Трамбле, были на взлёте, что и доказали в розыгрыше Кубка Стэнли, где уступили в трёх сериях всего 1 матч, причём действующий чемпион «Филадельфия» в финальной серии был обыгран со счётом четыре:ноль в пользу «Канадиенс»."
"Выиграв серию 4:1, «Монреаль Канадиенс» завоевал 24-й, и на сегодняшний день, последний Кубок Стэнли.","Выиграв серию четыре:один, «Монреаль Канадиенс» завоевал 24-й, и на сегодняшний день, последний Кубок Стэнли."
