q,a
"выше по течению на расстоянии в 2,5 км расположено село Василевка,",выше по течению на расстоянии в двух с половиной км расположено село Василевка.
"ниже по течению на расстоянии в 4,5 км расположено село Андреевка.",ниже по течению на расстоянии в четыре с половиной км расположено село Андреевка.
"Занимает площадь 80,88 км².",Занимает площадь восемьдесят целых восемьдесят восемь сотых км2.
"Покрышка была выполнена из плетёной стальной проволоки (волокон) толщиной 0,84 мм с цинковым покрытием.",Покрышка была выполнена из плетёной стальной проволоки (волокон) толщиной ноль целых восемьдесят четыре сотых мм с цинковым покрытием.
"Максимальная высота автомобиля составляла 1,1 м.",Максимальная высота автомобиля составляла одну целую одну десятую м.
"В начале XXI века «индустрия самосовершенствования, включающая книги, семинары, аудио и видеопродукцию, а также персональный коучинг, [была] оценена в 2,48 миллиарда долларов в год» только в Соединённых Штатах.","В начале XXI века «индустрия самосовершенствования, включающая книги, семинары, аудио и видеопродукцию, а также персональный коучинг, [была] оценена в две целых сорок восемь сотых миллиарда долларов в год» только в Соединённых Штатах."
"Так, например, «курение увеличивает риск смертности всего в 1,6 раза, в то время как социальная изоляция — в 2,0 раза… что говорит о дополнительной ценности групп самопомощи, таких как Анонимные алкоголики, как суррогатных сообществ».","Так, например, «курение увеличивает риск смертности всего в одну целую шесть десятых раза, в то время как социальная изоляция — в две целых ноль десятых раза... что говорит о дополнительной ценности групп самопомощи, таких как Анонимные алкоголики, как суррогатных сообществ»."
"Занимает площадь 0,7 км².",Занимает площадь ноль целых семь десятых км2.
"Занимает площадь 7,73 км².",Занимает площадь семь целых семьдесят три сотых км2.
"Для передачи команд на борт использовалась частота 145,25 МГц.",Для передачи команд на борт использовалась частота сто пятьдесят пять целых двадцать пять сотых МГц.
"Среднегодовая скорость ветра составляет 3,6 м/с.",Среднегодовая скорость ветра составляет три целых шесть десятых м/с.
"Средняя температура января составляет −9,5°, июля — +19,5°.","Средняя температура января составляет минус девять с половиной, июля — плюс девятнадцать с половиной."
"Крупнейшими акционерами China State Construction Engineering Corporation являются SASAC (57,6 %), Dajia Life Insurance (11,3 %), Anbang Insurance Group (3,43 %), China Securities Finance (3,06 %) и China Investment Corporation (1,45 %).","Крупнейшими акционерами China State Construction Engineering Corporation являются SASAC (пятьдесят семь целых шесть десятых %), Dajia Life Insurance (десять целых три десятых %), Dajia Life Insurance (десять целых три десятых %), Anbang Insurance Group (десять целых сорок три сотых %), Anbang Insurance Group (трех целых сорок три сотых %), China Securities Finance (трех целых шесть сотых %) и China Investment Corporation (одна целая сорок пять сотых %)."
"Расстояние до районного центра Грязовца по автодороге — 31,5 км.",Расстояние до районного центра Грязовца по автодороге — тридцать один с половиной км.
"Средняя годовая температура +1,3 °С.",Средняя годовая температура плюс одна целая три десятых С.
"Когда вселенский цикл подходит к концу, Вишну становится пылающим солнцем, бушующим ветром и проливным дождём («Матсья-пурана», текст 1.67).","Когда вселенский цикл подходит к концу, Вишну становится пылающим солнцем, бушующим ветром и проливным дождём («Матсья-пурана», текст одна целая шестьдесят семь сотых)."
"Среднегодовая температура воздуха — +1,8 °C. Средняя температура воздуха самого холодного месяца (января) — −13,1 °C, средняя температура самого тёплого (июля) — +17 °С. Безморозный период длится 100—110 дней.","Среднегодовая температура воздуха — плюс одна целая восемь десятых C. Средняя температура воздуха самого холодного месяца (января) — минус тринадцать целых одна десятая C, средняя температура самого тёплого (июля) — плюс семнадцать С. Безморозный период длится сто пятьдесят целых сто пятьдесят сотых дней."
"Вербезины белой травы — 12,5 мг",Вербезины белой травы — одиннадцать с половиной мг
"Пикрорризы курроа корней и корневищ — 5,0 мг",Пикрорризы курроа корней и корневищ — пять целых ноль десятых мг
"Паслёна чёрного плодов — 7,5 мг",Паслёна чёрного плодов — семь с половиной мг
"Цикория обыкновенного семян — 8,75 мг",Цикория обыкновенного семян — восемь целых семьдесят пять сотых мг
"Солодки голой корней — 10,0 мг",Солодки голой корней — десять целых ноль десятых мг
"Тамарикса гребенщика плодов — 5,0 мг",Тамарикса гребенщика плодов — пять целых ноль десятых мг
"Редьки посевной семян — 2,5 мг",Редьки посевной семян — два с половиной мг
"Барбариса остистого плодов — 7,5 мг",Барбариса остистого плодов — семь с половиной мг.
"Расторопши пятнистой плодов — 10,0 мг",Расторопши пятнистой плодов — десять целых ноль десятых мг
"Сферантуса индийского плодов — 2,5 мг",Сферантуса индийского плодов — два с половиной мг
"Берхавии раскидистой травы — 5,0 мг",Берхавии раскидистой травы — пять целых ноль десятых мг
"Среднегодовая температура воздуха — 5,4 °C. Средняя температура воздуха самого холодного месяца (января) — −9,2 °C; самого тёплого месяца (июля) — 16,4 — 24,3 °C. Безморозный период длится в среднем 155—160 дней.",Среднегодовая температура воздуха — пять целых четыре десятых C. Средняя температура воздуха самого холодного месяца (января) — минус девять целых две десятых C; самого тёплого месяца (июля) — шестнадцать целых четыре десятых — двадцать четыре целых три десятых C. Безморозный период длится в среднем сто пятьдесят пять целых сто пятьдесят пять тысячных дней.
"Среднегодовая температура — +8,3 C°.",Среднегодовая температура — плюс восемь целых три десятых C.
"Среднегодовая скорость ветра — 2,4 м/с",Среднегодовая скорость ветра — две целых четыре десятых м/с
"(из них трансферты составили 87,1 млн грн.), расходы — 284,6 млн грн.","(из них трансферты составили восемьдесят семь целых одна десятая млн грн.), расходы — двести восемьдесят четыре целых шесть десятых млн грн."
"Финансовый результат от следующих видов деятельности: промышленность — 232,7 млн грн.; торговля и услуги — 45,8 млн грн.; транспорт и связь — 8,69 млн грн.; строительство — 7,9 млн грн.; другие — 4,66 млн грн..",Финансовый результат от следующих видов деятельности: промышленность — двести двадцать две целых семь десятых млн грн.; торговля и услуги — сорок пять целых восемь десятых млн грн.; транспорт и связь — семь целых шестьдесят девять сотых млн грн.; строительство — семь целых девять десятых млн грн.; другие — четыре целых шестьдесят шесть сотых млн грн..
"Иностранные инвестиции составили 138,71 млн долларов США, то есть 1698,1 доллара на одного жителя.","Иностранные инвестиции составили сто тридцать восемь целых семьдесят одна сотая млн долларов США, то есть одна тысяча двести девяносто восемь целых одна десятая доллара на одного жителя."
"Приватизированное жильё 4508,9, частный сектор 481,1.","Приватизированное жильё четыреста восемь целых девять десятых, частный сектор четыреста восемьдесят одна целая одна десятая."
"Государственный жилищный фонд 98,1 тыс. м², фонд местных советов — 2486,5.","Государственный жилищный фонд девяносто восемь целых одна десятая тыс. м2, фонд местных советов — двести восемьдесят шесть с половиной."
"На одного жителя в среднем приходилось 14,1 м² жилой площади.",На одного жителя в среднем приходилось четырнадцать целых одна десятая м2 жилой площади.
"Мини-альбом дебютировал на вершине японского еженедельного цифрового чарта Oricon с 3,915 загрузками.",Мини-альбом дебютировал на вершине японского еженедельного цифрового чарта Oricon с тремя целых девятьсот пятьдесят пять тысячных загрузками.
"Среднегодовая многолетняя температура воздуха составляет 4,4 °С. Максимальная летняя температура — 37 °С; минимальная температура зимой — −30 °С. Продолжительность периода активной вегетации растений (выше 10 °C) составляет примерно 140 дней.",Среднегодовая многолетняя температура воздуха составляет четыре целых четыре десятых С. Максимальная летняя температура — тридцать семь целых тридцать сотых С; минимальная температура зимой — 30 С. Продолжительность периода активной вегетации растений (выше десяти C) составляет примерно сто сорок дней.
"Занимает площадь 1,9 км².",Занимает площадь одна целая девять десятых км2.
"Среднегодовая многолетняя температура воздуха составляет +3,8 — +4,5 °С. Средняя температура воздуха самого холодного месяца (января) — −10 °C (абсолютный минимум — −42  °C), средняя температура самого тёплого (июля) — +18 °С (абсолютный максимум — +38  °С).","Среднегодовая многолетняя температура воздуха составляет плюс три целых восемь десятых — плюс четыре с половиной С (абсолютный минимум — 42 C), средняя температура самого тёплого (июля) — плюс восемнадцать С (абсолютный максимум — плюс тридцать восемь с половиной С)."
"Среднегодовая температура — 3,6 °C. Средняя температура воздуха самого тёплого месяца (июля) — 18,4 °C (абсолютный максимум — 38 °C); самого холодного (января) — −11,8 °C (абсолютный минимум — −44 °C).",Среднегодовая температура — три целых шесть десятых C. Средняя температура воздуха самого тёплого месяца (июля) — восемнадцать целых четыре десятых C (абсолютный максимум — тридцать восемь целых пятьдесят четыре десятых C); самого холодного (января) — минус одиннадцать целых восемь десятых C (абсолютный минимум — сорок четыре C (абсолютный минимум — сорок четыре C).
"«Бог в помощь банк»: Православному банку для бедных ищут название Курьер, 22.02.2017","«Бог в помощь банк»: Православному банку для бедных ищут название Курьер, двадцать две целых двести двадцать семь тысячных"
21.0﻿ (юго-восточный конец).,двадцать одна целая ноль десятых (юго-восточный конец).
"Диацетилен (1,3-бутадиин) — органическое соединение, непредельный углеводород, алкадиин.","Диацетилен (одна целая три десятых-бутадиин) — органическое соединение, непредельный углеводород, алкадиин."
"В Тамбовской области расположены девять электростанций общей мощностью 90,2 МВт, обеспечивающих энергоснабжение отдельных предприятий (преимущественно, сахарных заводов).","В Тамбовской области расположены девять электростанций общей мощностью девяносто целых две десятых МВт, обеспечивающих энергоснабжение отдельных предприятий (преимущественно, сахарных заводов)."
"Мощность станции — 2,4 МВт.",Мощность станции — две целых четыре десятых МВт.
"Мощность станции — 0,6 МВт, тепловая мощность — 4,6 Гкал/ч. Параллельно энергосистеме не работает.","Мощность станции — ноль целых шесть десятых МВт, тепловая мощность — четыре целых шесть десятых Гкал/ч. Параллельно энергосистеме не работает."
"Мощность станции — 0,6 МВт, тепловая мощность — 4,6 Гкал/ч. Параллельно энергосистеме не работает.","Мощность станции — ноль целых шесть десятых МВт, тепловая мощность — четыре целых шесть десятых Гкал/ч. Параллельно энергосистеме не работает."
"Среднегодовая температура воздуха — 4,6 °С. Средняя многолетняя температура самого холодного месяца (января) составляет −7,8 °С, средняя температура самого тёплого (июля) — +17,4 °С. Продолжительность безморозного периода составляет около 135 дней.","Среднегодовая температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура самого холодного месяца (января) составляет минус семь целых восемь десятых С, средняя температура самого тёплого (июля) — плюс семнадцать целых четыре десятых С. Продолжительность безморозного периода составляет около сто тридцать пять целых сто пятьдесят пять тысячных дней."
"Среднегодовая температура воздуха — 4,6 °С. Средняя многолетняя температура самого холодного месяца (января) составляет −7,8 °С, средняя температура самого тёплого (июля) — +17,4 °С. Продолжительность безморозного периода составляет около 135 дней.","Среднегодовая температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура воздуха — четыре целых шесть десятых С. Средняя многолетняя температура самого холодного месяца (января) составляет минус семь целых восемь десятых С, средняя температура самого тёплого (июля) — плюс семнадцать целых четыре десятых С. Продолжительность безморозного периода составляет около сто тридцать пять целых сто пятьдесят пять тысячных дней."
"Госдеп США через Генеральное консульство США во Владивостоке уведомил Кашина о готовности выплатить ему в качестве компенсации за причиненные страдания 2,4 млн рублей.",Госдеп США через Генеральное консульство США во Владивостоке уведомил Кашина о готовности выплатить ему в качестве компенсации за причиненные страдания две целых четыре десятых млн рублей.
"Александр проживает с престарелыми родителями; получает пенсию по инвалидности в размере 5,4 тыс. руб.",Александр проживает с престарелыми родителями; получает пенсию по инвалидности в размере пяти целых четырех десятых тыс. руб.
"Это почти 1,5 тысячи километров, на сотни километров трасса безлюдная.","Это почти один с половиной тысячи километров, на сотни километров трасса безлюдная."
"Я уже в Москве, приехал сегодня в 24.00 ночи.","Я уже в Москве, приехал сегодня в двадцать четыре целых ноль сотых ночи."
"Этою работою я занимался три года сряду, в течение летних месяцев, и потребовал 30,000 человек работников, но никогда не мог получить и половины этого числа, а в последний год не было прислано в мое распоряжение даже и 10,000 человек, не говоря о том, что всегда чувствовался недостаток в хороших мастерах и необходимом количестве материала.","Этою работою я занимался три года сряду, в течение летних месяцев, и потребовал тридцать целых ноль тысяч человек работников, но никогда не мог получить и половины этого числа, а в последний год не было прислано в мое распоряжение даже и десять тысяч человек, не говоря о том, что всегда чувствовался недостаток в хороших мастерах и необходимом количестве материала."
"Район занимает площадь 2476,2 км².",Район занимает площадь двести семьдесят шесть целых две десятых км2.
"Конечно, нашим крупнейшим предприятием является Калининская АЭС: её удельный вес в общем объёме выпуска продукции района составляет 95,7 %.","Конечно, нашим крупнейшим предприятием является Калининская АЭС: её удельный вес в общем объёме выпуска продукции района составляет девяносто пять целых семь десятых %."
"Площадь 302,5 км2.",Площадь: две с половиной км2.
"Среднегодовая температура воздуха — 4,1 °C. Средняя температура воздуха самого холодного месяца (января) — −8,8 °C (абсолютный минимум — −47 °C), средняя температура самого тёплого (июля) — 17,2 °С (абсолютный максимум — 36 °С).","Среднегодовая температура воздуха — четыре целых одна десятая C. Средняя температура воздуха самого холодного месяца (января) — минус восемь целых восемь десятых C (абсолютный минимум — 47 С), средняя температура самого тёплого (июля) — семнадцать целых две десятых С (абсолютный максимум — тридцать шесть С)."
"Примерно в 4,5 км к востоку от деревни проходит автомобильная дорога Пермь — Кунгур.",Примерно в четырех с половиной км к востоку от деревни проходит автомобильная дорога Пермь — Кунгур.
"Среднегодовая температура воздуха — 4,4 °С. Средняя многолетняя температура самого холодного месяца (января) составляет −8 °С, средняя температура самого тёплого (июля) — +17,4°С. Среднегодовое количество осадков — 554 мм.","Среднегодовая температура воздуха — четыре целых четыре десятых С. Средняя многолетняя температура самого холодного месяца (января) составляет минус восемь целых восемь десятых С, средняя температура самого тёплого (июля) — плюс семнадцать целых четыре десятыхС. Среднегодовое количество осадков — пятьсот пятьдесят четыре тысячных мм."
"Среднегодовая температура воздуха: + 4,3 °C;",Среднегодовая температура воздуха: плюс четыре целых три десятых C;
"Относительная влажность воздуха: 67,2 %;",Относительная влажность воздуха: шестьдесят семь целых две десятых %;
"Средняя скорость ветра: 3,6 м/с;",Средняя скорость ветра: три целых шесть десятых м/с;
"70,28 МГц — Радио России / ГТРК Башкортостан (Молчит);",семьдесят целых двадцать восемь сотых МГц — Радио России / ГТРК Башкортостан (Молчит);
"90,6 МГц — Радио России / ГТРК Башкортостан;",девяносто целых шесть десятых МГц — Радио России / ГТРК Башкортостан;
"92,7 МГц — Радио Маяк;",девяносто две целых семь десятых МГц — Радио Маяк;
"94,5 МГц — Вести FM;",девяносто четыре с половиной МГц — Вести FM;
"102,0 МГц — Милицейская волна;",сто две целых ноль десятых МГц — Милицейская волна;
"102,7 МГц — Радио Юлдаш;",сто две целых семь десятых МГц — Радио Юлдаш;
"103,5 МГц — Европа Плюс;",сто три с половиной МГц — Европа Плюс;
"103,9 МГц — DFM;",сто три целых девять десятых МГц — DFM;
"105,7 МГц — Спутник FM;",сто пять целых семь десятых МГц — Спутник FM;
"106,3 МГц — Авторадио;",сто шесть целых три десятых МГц — Авторадио;
"106,9 МГц — Дорожное радио.",сто шесть целых девять десятых МГц — Дорожное радио.
"Занимает площадь 122,617 км².",Занимает площадь сто тридцать две целых шестьсот семнадцать тысячных км2.
"Городская территория занимает площадь 122,56 квадратных километров, что делает Везель вторым по величине городом в округе после Хамминкельна.","Городская территория занимает площадь сто двадцать две целых пятьдесят шесть сотых квадратных километров, что делает Везель вторым по величине городом в округе после Хамминкельна."
"Общая протяженность границ города составляет 61,8 километра.",Общая протяженность границ города составляет шестьдесят одну целую восемь десятых километра.
"В целом, общая доля застроенных территорий и транспортных коридоров в городской местности составляет 24,6%, что немного выше среднего показателя по Северному Рейну-Вестфалии в 22,9%.","В целом, общая доля застроенных территорий и транспортных коридоров в городской местности составляет двадцать четыре целых четыре десятых%, что немного выше среднего показателя по Северному Рейну-Вестфалии в двадцать две целых девять десятых%."
"Леса занимают 14,6% территории, что ниже среднего значения по административному округу Дюссельдорф (15,6%).","Леса занимают четырнадцать целых четыре десятых территории, что ниже среднего значения по административному округу Дюссельдорф (десять целых шесть десятых%)."
"Среднегодовая температура воздуха составляет −4,3 — −2,5 °С. Средняя многолетняя температура самого холодного месяца (января) составляет −28 — −20 °С, температура самого тёплого (июля) — 15 — 18 °С. Среднегодовое количество осадков — 300—400 мм.","Среднегодовая температура воздуха составляет минус четыре целых три десятых — две с половиной С. Средняя многолетняя температура самого холодного месяца (января) составляет минус двадцать восемь сотых — две с половиной С, температура самого тёплого (июля) — пятнадцать — восемнадцать С. Среднегодовое количество осадков — двести пятьдесят целых пятьсот пятьдесят тысячных мм."
"Осуждённый Мейланов сознательно не желает становиться на путь исправления».В 1985 году Вазиф Мейланов был возвращён в тот же лагерь ВС-389/35, в то же ШИЗО с кормлением через день (с 10.07.1985 по 9.03.1986).","Осуждённый Мейланов сознательно не желает становиться на путь исправления».В 1985 году Вазиф Мейланов был возвращён в тот же лагерь ВС-389/ тридцать восемь целых тридцать пять сотых/тридцать пять сотых, в то же ШИЗО с кормлением через день (с 10.07.1985 по девять целых девяносто шесть сотых)."
"Шаг нарезов: 715,5 мм",Шаг нарезов: семьсот пятнадцать с половиной мм
"Щеки очень длинные (у самок длина щёк превосходит ширину основания жвал в 1,8 раза).",Щеки очень длинные (у самок длина щёк превосходит ширину основания жвал в одну целую восемь десятых раза).
"Этот неф, высотой 41,41 метра, является третьим по величине во Франции.","Этот неф, высотой сорок одна целая сорок одна сотая метра, является третьим по величине во Франции."
"Ближайшие населённые пункты — Акишево на противоположном берегу реки и Женаткино в 1,3 км на север.",Ближайшие населённые пункты — Акишево на противоположном берегу реки и Женаткино в одной целой трех десятых км на север.
"Занимает площадь 32,68 км².",Занимает площадь тридцать две целых шестьдесят восемь сотых км2.
"Среднегодовая температура воздуха — 4,9 °C. Средняя температура воздуха самого холодного месяца (января) — −9,7 °C; самого тёплого месяца (июля) — 19 °C. Среднегодовое количество атмосферных осадков составляет 565 мм, из которых большая часть выпадает в тёплый период.","Среднегодовая температура воздуха — четыре целых девять десятых C. Средняя температура воздуха самого холодного месяца (января) — минус девять целых семь десятых C; самого тёплого месяца (июля) — девятнадцать целых девятнадцать сотых C. Среднегодовое количество атмосферных осадков составляет пятьсот шестьдесят пять целых пятьдесят пять сотых мм, из которых большая часть выпадает в тёплый период."
ПКТС-6281.00 «Адмирал» (базовая модель) — с транзисторной системой управления на IGBT-модулях и двигателем переменного тока.,ПКТС-6281-600 «Адмирал» (базовая модель) — с транзисторной системой управления на IGBT-модулях и двигателем переменного тока.
В серийном производстве находится переработанная версия модификации троллейбуса Тролза-5265.02 «Мегаполис».,"В серийном производстве находится переработанная версия модификации троллейбуса Тролза-5265,02 «Мегаполис»."
ПКТС-6281.01 «Генерал» — с транзисторной системой управления на IGBT-модулях и двигателем переменного тока.,ПКТС-6281.01 «Генерал» — с транзисторной системой управления на IGBT-модулях и двигателем переменного тока.
"Призовые Медведева за турнир составили 1,9 млн долларов.",Призовые Медведева за турнир составили одну целую девять десятых млн долларов.
"Все матчи на турнире Даниил выиграл быстрее, чем за 2,5 часа.","Все матчи на турнире Даниил выиграл быстрее, чем за два с половиной часа."
"Медведев за победу заработал 2,5 млн долларов призовых.",Медведев за победу заработал две с половиной млн долларов призовых.
"Призовые Медведева за турнир составили 1,17 млн долларов США.",Призовые Медведева за турнир составили одну целую семнадцать сотых млн долларов США.
"Плотность населения составляет 67,6 чел./км².",Плотность населения составляет шестьдесят семь целых шесть десятых чел./км2.
"Максимальная длина тела достигает 6,4 см. При этом самцы меньше самок.",Максимальная длина тела достигает шести целых четырех десятых см. При этом самцы меньше самок.
"Максимальная длина тела достигает 6,4 см. При этом самцы меньше самок.",Максимальная длина тела достигает шести целых четырех десятых см. При этом самцы меньше самок.
"Головастики достигают длины тела 4,6 см. Хвост при этом в почти в 1,5 раза длиннее туловища, с округлым окончанием.","Головастики достигают длины тела четыре целых шесть десятых см. Хвост при этом в почти в два с половиной раза длиннее туловища, с округлым окончанием."
"Головастики достигают длины тела 4,6 см. Хвост при этом в почти в 1,5 раза длиннее туловища, с округлым окончанием.","Головастики достигают длины тела четыре целых шесть десятых см. Хвост при этом в почти в два с половиной раза длиннее туловища, с округлым окончанием."
"Сеголетки достигают длины от 1,4 до 2,2 мм.",Сеголетки достигают длины от одной целой четырех десятых до двух целых двух десятых мм.
"Брачные мозоли начинают появляться у самцов при длине тела от 3,2 см. Максимальный известный возраст пойманной особи, установленный методом скелетохронологии, составлял не менее 4 лет.","Брачные мозоли начинают появляться у самцов при длине тела от трех целых двух десятых см. Максимальный известный возраст пойманной особи, установленный методом скелетохронологии, составлял не менее четыре лет."
// © Сайт Русского центра флаговедения и геральдики =Russian Centre of Vexillology and Heraldry= (www.vexillographia.ru) Последнее изменение 13.7.2017.,Последнее изменение тринадцать целых семь десятых.2017.
"По приблизительным оценкам, сделанным РАО ЕЭС, перевод часов позволял экономить ежегодно около 4,4 млрд кВт·ч электроэнергии.","По приблизительным оценкам, сделанным РАО ЕЭС, перевод часов позволял экономить ежегодно около четырех целых четырех десятых млрд кВтч электроэнергии."
"Согласно опросу, проведённому Национальным центром проблем формирования здорового образа жизни, 51,6 % населения отрицательно реагирует на перевод времени.","Согласно опросу, проведённому Национальным центром проблем формирования здорового образа жизни, пятьдесят одна целая шесть десятых % населения отрицательно реагирует на перевод времени."
"При наблюдении в инфракрасном диапазоне ​​было обнаружено второе ядро в 3,8 угловых секундах к северо-западу от активного ядра.",При наблюдении в инфракрасном диапазоне было обнаружено второе ядро в трех целых восьми десятых угловых секундах к северо-западу от активного ядра.
"В этом же году добавился 1,4 L двигатель с турбонаддувом.Седан выделился в отдельную модель и получил название Renault Fluence.",В этом же году добавился одна целая четыре десятых L двигатель с турбонаддувом.Седан выделился в отдельную модель и получил название Renault Fluence.
"В этом же году добавился 1,4 L двигатель с турбонаддувом.Седан выделился в отдельную модель и получил название Renault Fluence.",В этом же году добавился одна целая четыре десятых L двигатель с турбонаддувом.Седан выделился в отдельную модель и получил название Renault Fluence.
Mégane GT является высоко-производительной версией с 1.6 I4 дизельным или бензиновым силовым агрегатом.,Mgane GT является высоко-производительной версией с одной целой шести десятых дизельным или бензиновым силовым агрегатом.
