q,a
"В составе «Манисаспора» провёл 56 матчей, в которых забил 25 мячей, после чего, в декабре 2007 года, перешёл в стамбульский «Бешикташ», с которым подписал контракт на 2,5 года, сумма трансфера составила 5.000.000 € и, помимо этого, «Бешикташ» отдал «Манисаспору» двух игроков: Бурака Йылмаза и Корая Авджы.","В составе «Манисаспора» провёл пятьдесят шесть матчей, в которых забил двадцать пять мячей, после чего, в декабре 2007 года, перешёл в стамбульский «Бешикташ», с которым подписал контракт на две с половиной года, сумма трансфера составила пять тысяч.000.000  и, помимо этого, «Бешикташ» отдал «Манисаспору» двух игроков: Бурака Йылмаза и Корая Авджы."
"Площадь сухопутной части составляет примерно 7,95 км², но прилегающая к нему лагуна имеет площадь 1000 км².","Площадь сухопутной части составляет примерно семь целых девяносто пять сотых км2, но прилегающая к нему лагуна имеет площадь ноль целых 1000 км2."
"Максимальная длина тела достигает 6,4 см. При этом самцы меньше самок.",Максимальная длина тела достигает шести целых четырех десятых см. При этом самцы меньше самок.
"Головастики достигают длины тела 4,6 см. Хвост при этом в почти в 1,5 раза длиннее туловища, с округлым окончанием.","Головастики достигают длины тела четыре целых шесть десятых см. Хвост при этом в почти в два с половиной раза длиннее туловища, с округлым окончанием."
"Сеголетки достигают длины от 1,4 до 2,2 мм.",Сеголетки достигают длины от одной целой четырех десятых до двух целых двух десятых мм.
"Брачные мозоли начинают появляться у самцов при длине тела от 3,2 см. Максимальный известный возраст пойманной особи, установленный методом скелетохронологии, составлял не менее 4 лет.","Брачные мозоли начинают появляться у самцов при длине тела от трех целых двух десятых см. Максимальный известный возраст пойманной особи, установленный методом скелетохронологии, составлял не менее четыре лет."
"Экипаж на орбите провел успешные работы по сближению и ремонту большого по массе — 6,8 т (15000 фунтов) спутника «SYNCOM IV-3».",Экипаж на орбите провел успешные работы по сближению и ремонту большого по массе — шесть целых восемь десятых т (сто девяносто тысяч фунтов) спутника «SNCOM IV-3».
// © Сайт Русского центра флаговедения и геральдики =Russian Centre of Vexillology and Heraldry= (www.vexillographia.ru) Последнее изменение 13.7.2017.,Последнее изменение тринадцать целых семь десятых.2017.
"По состоянию на 2022 год минимальная абсолютная географическая широта применения летнего времени для столиц государств из первой сотни по численности населения страны составляет 18,5° (Порт-о-Пренс, Республика Гаити).","По состоянию на двести двадцать две год минимальная абсолютная географическая широта применения летнего времени для столиц государств из первой сотни по численности населения страны составляет восемнадцать с половиной (Порт-о-Пренс, Республика Гаити)."
"19.03.2019, 668632-7 — депутат Госдумы А. В. Барышев.",девятнадцать целых девять сотых — депутат Госдумы А. В. Барышев.
Решением профильного комитета от 16.05.2019 предложено вернуть законопроект инициаторам из-за отсутствия заключения правительства РФ — в реализации законопроекта усматривалась необходимость расходов из средств федерального бюджета.,Решением профильного комитета от 16.05.2019 предложено вернуть законопроект инициаторам из-за отсутствия заключения правительства РФ — в реализации законопроекта усматривалась необходимость расходов из средств федерального бюджета.
"21.06.2023, 385082-8 — депутаты Госдумы М. Н. Матвеев, О. А. Михайлов, О. Н. Алимова.","двадцать одна целая двести двадцать три сотых, двести восемьдесят две тысячных-8 — депутаты Госдумы М. Н. Матвеев, О. А. Михайлов, О. А. Михайлов, О. Н. Алимова."
"В пакете внесённых документов — Заключение правительства РФ от 19.04.2023, не поддержавшего законопроект.","В пакете внесённых документов — Заключение правительства РФ от девятнадцати целых двухсот двадцати трех тысячных, не поддержавшего законопроект."
Законопроект отклонён 07.12.2023.,Законопроект отклонён 07.12.2023.
"По приблизительным оценкам, сделанным РАО ЕЭС, перевод часов позволял экономить ежегодно около 4,4 млрд кВт·ч электроэнергии.","По приблизительным оценкам, сделанным РАО ЕЭС, перевод часов позволял экономить ежегодно около четырех целых четырех десятых млрд кВтч электроэнергии."
"Однако в общем объёме электропотребления в России (1022,7 млрд кВт·ч в 2008 году) экономия составляла менее 0,5 %.",Однако в общем объёме электропотребления в России (сто девяносто две целых семь десятых млрд кВтч в 2008 году) экономия составляла менее ноль с половиной %.
"Энергетическая комиссия Калифорнии в 2008 году опубликовала исследование, согласно которому зимнее потребление электроэнергии в результате перевода часов снижается на 0,5 %, а летнее — на 0,2 %.","Энергетическая комиссия Калифорнии в 2008 году опубликовала исследование, согласно которому зимнее потребление электроэнергии в результате перевода часов снижается на ноль с половиной %, а летнее — на ноль целых две десятых %."
"По данным службы скорой помощи Новосибирска за 1998—2000 годы, в первые 5 дней после весеннего перевода часов количество вызовов к больным с гипертоническими кризами и инфарктами миокарда по сравнению с предыдущей пятидневкой возросло на 11,7 %, а число суицидов за этот же период — на 66 %.","По данным службы скорой помощи Новосибирска за 1998—2000 годы, в первые пять дней после весеннего перевода часов количество вызовов к больным с гипертоническими кризами и инфарктами миокарда по сравнению с предыдущей пятидневкой возросло на одиннадцать целых семь десятых %, а число суицидов за этот же период — на шестьдесят шесть сотых %."
"Анализ смертности в Новосибирске в 1994 году показал её рост от инфарктов миокарда в первые 5 дней летнего времени на 75 %, а от других причин — на 12,5 %.",Анализ смертности в Новосибирске в 1994 году показал её рост от инфарктов миокарда в первые пять дней летнего времени на семьдесят пять с половиной %.
"Согласно опросу, проведённому Национальным центром проблем формирования здорового образа жизни, 51,6 % населения отрицательно реагирует на перевод времени.","Согласно опросу, проведённому Национальным центром проблем формирования здорового образа жизни, пятьдесят одна целая шесть десятых % населения отрицательно реагирует на перевод времени."
"Как написано в представлении на звание Героя Советского Союза на боевом счету Ивана Федорова: после выполнения боевых заданий экипажами отмечалось до 10 очагов пожаров в населённых пунктах, 22.7.1943 группой Ивана Фёдорова был сбит один Fw-190, уничтожено и выведено из строя до 40 машин с живой силой противника, подавлен огонь 6 точек зенитной артиллерии, уничтожено до 8 подвод с грузом, выведен из строя один бронепоезд, в сделанных им 169 боевых вылетах приобрёл богатый опыт, который повседневно передаёт молодому лётному составу в вверенной ему эскадрилье.","Как написано в представлении на звание Героя Советского Союза на боевом счету Ивана Федорова: после выполнения боевых заданий экипажами отмечалось до десяти очагов пожаров в населённых пунктах, двадцать целых семьдесят сотых, уничтожено и выведено из строя до сорока машин с живой силой противника, подавлен огонь шести точек зенитной артиллерии, уничтожено до восьми подвод с грузом, выведен из строя один бронепоезд, в сделанных им сто шестьдесят девять боевых вылетах приобрёл богатый опыт, который повседневно передаёт молодому лётному составу в вверенной ему эскадрилье."
Медаль «Золотая Звезда» Героя Советского Союза (04.02.1944);,Медаль «Золотая Звезда» Героя Советского Союза (ноль целых четыреста сорок четыре тысячных);
орден Ленина (04.02.1944);,орден Ленина (ноль целых четыреста сорок четыре тысячных);
орден Красного Знамени (19.07.1942);,орден Красного Знамени (сто девяносто две целых двести сорок две тысячных);
орден Отечественной войны 1-й степени (02.08.1943);,орден Отечественной войны 1-й степени (ноль целых две тысяча двести сорок три тысячных);
орден Красной Звезды (29.12.1941).,орден Красной Звезды (девятнадцать целых девятнадцать сотых)
"параметры ячейки a = 0,8626 нм, α = 107,78°, Z = 6.","параметры ячейки a = ноль целых восемьсот двадцать шесть тысячных нм,  = сто семь целых семьдесят восемь сотых,  = шесть целых семьдесят восемь сотых."
"параметры ячейки a = 0,55878 нм, b = 0,50325 нм, c = 0,84591 нм, β = 107,66°, Z = 2 .","параметры ячейки a = ноль целых пятьсот пятьдесят восемь тысячных нм, b = ноль целых пятьсот двадцать пять тысячных нм, c = ноль целых четыреста двадцать одна тысячная нм,  = сто двадцать семь целых шестьдесят шесть сотых."
"При наблюдении в инфракрасном диапазоне ​​было обнаружено второе ядро в 3,8 угловых секундах к северо-западу от активного ядра.",При наблюдении в инфракрасном диапазоне было обнаружено второе ядро в трех целых восьми десятых угловых секундах к северо-западу от активного ядра.
"— IOP Publishing, 1999. — doi:10.1086/306706.","— IOP Publishing, 1999. — doi:10.1086/306706."
"— IOP Publishing, 2002. — doi:10.1086/338227.","— IOP Publishing, 2002. — doi:10.1086/три целых триста двадцать семь тысячных."
"— IOP Publishing, 2005. — doi:10.1086/427621.",— IOP Publishing 2005. — doi:10.1086/42 тысячи двести восемьдесят одна тысячная.
епископ Иоанн Мулагада (9.12.1976 — 16.08.2009),епископ Иоанн Мулагада (девять целых девятнадцать сотых — шестнадцать.08.2009)
Jaya Rao Polimera (назначен 13.06.2013),Jaya Rao Polimera (назначен 13.06.2013)
"Более того, Megane I, в таких странах как Венесуэла и Колумбия продаётся до сих пор, причём с современным и хорошо известным нам двигателем 1,6 л./115 л.с., производимым в Колумбии.","Более того, Megane первый, в таких странах как Венесуэла и Колумбия продаётся до сих пор, причём с современным и хорошо известным нам двигателем одна целая шесть десятых л./одна тысяча двести пятнадцать тысячных л.с., производимым в Колумбии."
"В этом же году добавился 1,4 L двигатель с турбонаддувом.Седан выделился в отдельную модель и получил название Renault Fluence.",В этом же году добавился одна целая четыре десятых L двигатель с турбонаддувом.Седан выделился в отдельную модель и получил название Renault Fluence.
Mégane GT является высоко-производительной версией с 1.6 I4 дизельным или бензиновым силовым агрегатом.,Mgane GT является высоко-производительной версией с одной целой шести десятых дизельным или бензиновым силовым агрегатом.
"Среднегодовая многолетняя температура воздуха составляет 4,1—4,7 °С. Средняя температура воздуха самого тёплого месяца (июля) — 19 °C (абсолютный максимум — 39 °C); самого холодного (января) — −9,7…−8,5 °C (абсолютный минимум — −46 °C).",Среднегодовая многолетняя температура воздуха составляет четыре целых одна десятая—четыре целых семь десятых С. Средняя температура воздуха самого тёплого месяца (июля) — девятнадцать с половиной C (абсолютный максимум — тридцать девять с половиной C (абсолютный минимум — сорок шесть с половиной C).
"В 1978 году заводом, в числе прочего, было произведено 688 273 тонны простого и 500 041 тонна гранулированного суперфосфата и 201 799 тонн фосфоритной муки; добыто 712 828 тонн фосфоритной руды, при этом перемещено 5,2 млн. м3.","В 1978 году заводом, в числе прочего, было произведено шестьсот восемьдесят восемь целых семьдесят три сотых тонны простого и пятьсот пятьдесят одна тысячная тонна гранулированного суперфосфата и двести девяносто девять тысячных тонн фосфоритной руды, при этом перемещено пять целых две десятых млн. м2."
"Прогнозируемые мировые запасы фосфорита невелики — всего около 290 миллиардов тонн, и Эстония с ее 2,9 миллиардами тонн потребительских и резервных запасов и 8,4 миллиардами прогнозируемых запасов также занимает важное место в мировом масштабе.","Прогнозируемые мировые запасы фосфорита невелики — всего около двести девяносто целых девяносто сотых миллиарда тонн, и Эстония с ее две целых девять десятых миллиардами тонн потребительских и резервных запасов и восемь целых четыре десятых миллиардами прогнозируемых запасов также занимает важное место в мировом масштабе."
"В 1985 году вышел Указ Президиума ВС Башкирской АССР от 24.05.1986 N 6-2/185 «Об исключении из учетных данных некоторых населенных пунктов», согласно которому сельсовет уменьшился на две деревни: Курятмас и Тимофеевка.","В 1985 году вышел Указ Президиума ВС Башкирской АССР от двадцать четыре целых девятнадцать сотых «Об исключении из учетных данных некоторых населенных пунктов», согласно которому сельсовет уменьшился на две деревни: Курятмас и Тимофеевка."
"Закон Республики Башкортостан от 19.11.2008 N 49-з «Об изменениях в административно-территориальном устройстве Республики Башкортостан в связи с объединением отдельных сельсоветов и передачей населённых пунктов», ст.1 п. 21) а) гласил:","Закон Республики Башкортостан от девятнадцати целых девяносто шесть сотых N сорок девять сотых «Об изменениях в административно-территориальном устройстве Республики Башкортостан в связи с объединением отдельных сельсоветов и передачей населённых пунктов», ст.одна целая двадцать одна сотая п. двадцать одна целая двадцать одна сотая п. двадцать одна целая двадцать одна сотая п. двадцать одна целая двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна целая двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна сотая п. двадцать одна) гласил:"
"На 2008 год граничил с муниципальными образованиями: Елань-Чишминский сельсовет, Нижнеулу-Елгинский сельсовет, Ермекеевский сельсовет («Закон Республики Башкортостан от 17.12.2004 N 126-з (ред. от 19.11.2008) „О границах, статусе и административных центрах муниципальных образований в Республике Башкортостан“»).","На 2008 год граничил с муниципальными образованиями: Елань-Чишминский сельсовет, Нижнеулу-Елгинский сельсовет, Нижнеулу-Елгинский сельсовет, Ермекеевский сельсовет (Закон Республики Башкортостан от семнадцать целых двести тридцать шесть сотых N сто шестьдесят шесть сотых-з (ред. от девятнадцати целых пятидесяти шести сотых) О границах, статусе и административных центрах муниципальных образований в Республике Башкортостан““»)."
"На ноябрьском референдуме по исполнению Статьи 27 Конституции предложение также было отклонено 64,9% голосов избирателей.",На ноябрьском референдуме по исполнению Статьи двадцать семь сотых Конституции предложение также было отклонено шестьдесят четыре целых девять десятых голосов избирателей.
Состоял в резерве чинов при штабе Двинского ВО (с 09.10.1915).,Состоял в резерве чинов при штабе Двинского ВО (с 09.10.1915).
Начальник 30-й пехотной запасной бригады (Казанский ВО; с 07.03.1916).,Начальник тридцать первой пехотной запасной бригады (Казанский ВО; с 07.03.1916).
Исключен из списков умершим 15.07.1917.,Исключен из списков умершим пятнадцать целых девятнадцать сотых.
Золотое оружие «За храбрость» (25.10.1903),Золотое оружие «За храбрость» (двадцать пять целых одна тысяча двести девяносто три тысячных)
Орден Святого Владимира 3-й степени (ВП 06.04.1908),Орден Святого Владимира 3-й степени (ВП 06.04.1908)
мечи к ордену Святого Станислава 1-й степени (07.11.1914),мечи к ордену Святого Станислава 1-й степени (07.11.1914)
Орден Святой Анны 1-й степени (09.04.1915),Орден Святой Анны 1-й степени (девяносто шесть целых одна десятая) (девяносто шесть целых девятнадцать сотых)
Орден Святого Владимира 2-й степени с мечами (27.08.1915)Иностранные:,Орден Святого Владимира 2-й степени с мечами (тридцать семь целых девятнадцать сотых)Иностранные:
Прусский орден Красного Орла 2-го класса с мечами (21.02.1904),Прусский орден Красного Орла 2-го класса с мечами (две целых девятнадцать сотых)
Итальянский Командорский крест ордена Короны 3-й степени (30.05.1908),Итальянский Командорский крест ордена Короны 3-й степени (тридцать целых девятнадцать сотых)
"Суммарные продажи сингла в Великобритании составляют 150,000 экземпляров.",Суммарные продажи сингла в Великобритании составляют сто пятьдесят целых ноль тысячных экземпляров.
"Продажи составили 935,000 единиц в США.",Продажи составили девятьсот тридцать пять целых ноль сотых единиц в США.
"Среднегодовая температура воздуха — 4,2 °C. Средняя температура воздуха самого холодного месяца (января) — −10,3 °C (абсолютный минимум — −50 °C), средняя температура самого тёплого (июля) — 17,4 °С (абсолютный максимум — 38 °С).","Среднегодовая температура воздуха — четыре целых две десятых C. Средняя температура воздуха самого холодного месяца (января) — минус десять целых три десятых C (абсолютный минимум — 50 C), средняя температура самого тёплого (июля) — семнадцать целых четыре десятых С (абсолютный максимум — тридцать восемь целых четыре десятых С (абсолютный максимум — тридцать восемь десятых С)."
"Среднегодовая скорость ветра — 4,5 м/с, варьирует от 5,3 м/с в ноябре до 3,4 м/с в августе.","Среднегодовая скорость ветра — четыре с половиной м/с, варьирует от пяти целых трех десятых м/с в ноябре до трех целых четырех десятых м/с в августе."
"Занимает площадь 5,72 км².",Занимает площадь пять целых семьдесят две сотых км2.
"Длина тела 15,5 см. Окраска оперения сверху оливково-зелёная, а снизу жёлтая, с узкой желтой «бровью», размытыми оливковыми прожилками на горле и груди, тусклыми хвостом и крыльями; крылья также имеют рыжие перемычки-«эполеты».","Длина тела пятнадцать с половиной см. Окраска оперения сверху оливково-зелёная, а снизу жёлтая, с узкой желтой «бровью», размытыми оливковыми прожилками на горле и груди, тусклыми хвостом и крыльями; крылья также имеют рыжие перемычки-«эполеты»."
"Dusky-tailed Flatbill (Ramphotrigon fuscicauda), version 1.0.","Dusky-tailed Flatbill (Ramphotrigon fuscicauda), version одна целая ноль десятых (Ramphotrigon fuscicauda), version одна целая ноль десятых."
"Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi.org/10.2173/bow.dutfla1.01","Cornell Lab of Ornithology, Ithaca, N, USA. https://doi.org/10.2173/bow.dutfla1.01"
"Средняя годовая температура — +7,6 °C, температура июля — +18 °C. Среднегодовое количество осадков за последние 50 лет — 683 мм, высота снежного покрова зимой — 10-12 см, его длительность — 60-80 суток.","Средняя годовая температура — плюс восемь целых шесть десятых C, температура июля — плюс восемнадцать C. Среднегодовое количество осадков за последние пятьдесят лет — шестьсот восемьдесят три мм, высота снежного покрова зимой — десять-12 см, его длительность — шестьдесят целых восемьдесят сотых суток."
В России действуют ГОСТ Р 8.807-2012 и ГОСТ 8.195-2013.,В России действуют ГОСТ Р восемьсот пятьдесят семь целых двести пятьдесят семь тысячных-2012 и ГОСТ восемьсот пятьдесят семь тысячных-2013.
"В том же году 39,99 % компании у Шипелова выкупил бывший заместитель гендиректора «Ростеха» Сергей Скворцов.",В том же году тридцать девять целых девяносто девять сотых % компании у Шипелова выкупил бывший заместитель гендиректора «Ростеха» Сергей Скворцов.
"На первом этапе планируется строительство 5 комплексов по переработке отходов общей мощностью сортировки 1,5 млн тонн в год.",На первом этапе планируется строительство пяти комплексов по переработке отходов общей мощностью сортировки один с половиной млн тонн в год.
"На втором — 2 заводов по энергоутилизации неперерабатываемых отходов общей мощностью более 1,6 млн тонн в год.",На втором — два заводов по энергоутилизации неперерабатываемых отходов общей мощностью более одной целой шести десятых млн тонн в год.
"За 6 лет работы с помощью средств от системы «Платон» построено и отремонтировано более 130 мостов и 3,3 тыс. км дорог, включая расширение с двух до четырех полос 600 км федеральных дорог.","За шесть лет работы с помощью средств от системы «Платон» построено и отремонтировано более сто двадцать мостов и три целых три десятых тыс. км дорог, включая расширение с двух до четырех полос 600 км федеральных дорог."
"Общая мощность четырех комплексов под управлением «РТ-Инвест» — 1,5 млн тонн отходов в год.",Общая мощность четырех комплексов под управлением «РТ-Инвест» — один с половиной млн тонн отходов в год.
"В итоге совокупная мощность всех комплексов составит 3,3 млн тонн отходов в год.",В итоге совокупная мощность всех комплексов составит три целых три десятых млн тонн отходов в год.
"По оценкам «РТ-Инвеста», четыре завода в Московском регионе должны сократить захоронение ТКО на полигонах с 80 % до реализации проекта до 17 % к 2023 году, а также генерировать до 2,2 млрд кВт·ч электроэнергии в год.","По оценкам «РТ-Инвеста», четыре завода в Московском регионе должны сократить захоронение ТКО на полигонах с восемьдесят сотых % до реализации проекта до восемнадцати целых двадцати трех сотых % до реализации проекта до восемнадцати целых двух десятых млрд кВтч электроэнергии в год."
"Мощность новых станций составит 1,5 ГВт.",Мощность новых станций составит одну с половиной ГВт.
"Минпромторг оценил строительство девяти заводов в 342,46 млрд руб, в состав которых входит всего 37,55 млрд руб. бюджетных денежных средств, каким образом компания добудет остальные деньги, в обращении указано не было.","Минпромторг оценил строительство девяти заводов в триста сорок две целых сорок шесть сотых млрд руб, в состав которых входит всего тридцать семь целых пятьдесят пять сотых млрд руб. бюджетных денежных средств, каким образом компания добудет остальные деньги, в обращении указано не было."
"В проекте, подготовленном «РТ-Инвест», на строительство 25 мусоросжигательных заводов было заложено 837,66 млрд руб..","В проекте, подготовленном «РТ-Инвест», на строительство двадцать пять мусоросжигательных заводов было заложено восемьсот тридцать семь целых шестьдесят шесть сотых млрд руб."
"Полный оборот (в инерциальной системе отсчёта) Земля делает за звёздные сутки (86164,090530833 с ≈ 23 часа 56 минут 4 секунды).",Полный оборот (в инерциальной системе отсчёта) Земля делает за звёздные сутки (восемьсот шестьдесят четыре целых девятьсот пятьдесят четыре тысячных с  двадцать три часа пятьдесят шесть минут четыре секунды).
"    {\displaystyle \omega ={\frac {2\pi }{T}}\approx 7,2921158553\cdot 10^{-5}}",\displaystyle \omega =\frac 2\pi T\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять целых пятьсот пятьдесят три тысячных\cdot десять-5
"Линейная скорость вращения Земли (на экваторе) — 465,1013 м/с (1674,365 км/ч).",Линейная скорость вращения Земли (на экваторе) — четыреста пятьдесят пять целых двести тринадцать тысячных м/с (сто девяносто четыре целых триста пятьдесят тринадцать тысячных км/с (сто девяносто четыре целых триста пятьдесят пять тысячных км/ч).
"   = 6378,1 км — экваториальный радиус, ","= триста семьдесят восемь целых одна десятая км — экваториальный радиус,"
"   = 6356,8 км — полярный радиус.",= триста пятьдесят шесть целых восемь десятых км — полярный радиус.
"Ещё более наглядный опыт поставил немецкий учёный Ханс Букка (Hans Bucka) в 1949 г. Стержень длиной примерно 1,5 метра был установлен перпендикулярно прямоугольной рамке.",Ещё более наглядный опыт поставил немецкий учёный Ханс Букка (Hans Bucka) в 1949 г. Стержень длиной примерно один с половиной метра был установлен перпендикулярно прямоугольной рамке.
"Существует также свободная нутация, то есть свободное движение географических полюсов по кривой, близкой к окружности, с периодом 1,2 года, обусловленное тем, что Земля как целое смещается в пространстве относительно оси вращения.","Существует также свободная нутация, то есть свободное движение географических полюсов по кривой, близкой к окружности, с периодом одна целая две десятых года, обусловленное тем, что Земля как целое смещается в пространстве относительно оси вращения."
"Большая полуось составляет около 20,6 миллиона километров.",Большая полуось составляет около двадцати целых шести десятых миллиона километров.
"Согласно распоряжению Правительства Российской Федерации вознаграждение за каждую золотую медаль для российских спортсменов составит 4 миллиона рублей, за серебряную — 2,5 млн, за бронзовую — 1,7 млн.","Согласно распоряжению Правительства Российской Федерации вознаграждение за каждую золотую медаль для российских спортсменов составит четыре миллиона рублей, за серебряную — два с половиной млн, за бронзовую — одна целая семь десятых млн."
"Так, тюменские спортсмены смогут получить 3,5 млн рублей за золото, 2,5 млн за серебро, 1,5 млн за бронзу; южноуральские спортсмены получат 3 млн рублей за золото, 2 млн за серебро, 1 млн за бронзу; спортсмены из ХМАО — Югры получат 7 млн рублей за золото, 5 млн за серебро, 3 млн за бронзу.","Так, тюменские спортсмены смогут получить три с половиной млн рублей за золото, две с половиной млн за серебро, один с половиной млн за бронзу; спортсмены из ХМАО — Югры получат семь млн рублей за золото, пять млн за серебро, три млн за бронзу."
"По итогам Олимпиады, по оценкам Международной профессиональной ассоциацией журналистов (AIPS), Россия наградила своих спортсменов бонусами на общую сумму 5,802 млн долларов.","По итогам Олимпиады, по оценкам Международной профессиональной ассоциацией журналистов (AIPS), Россия наградила своих спортсменов бонусами на общую сумму пять целых восемьсот пятьдесят две тысячных млн долларов."
"12 февраля Татьяна Волосожар и Максим Траньков завоевали золото в парном фигурном катании, набрав в сумме за две программы 236,86 баллов и вернув России главенство в этом виде спорта, утерянное в Ванкувере.","12 февраля Татьяна Волосожар и Максим Траньков завоевали золото в парном фигурном катании, набрав в сумме за две программы двести тридцать шесть целых восемьдесят шесть сотых баллов и вернув России главенство в этом виде спорта, утерянное в Ванкувере."
